item_id,sale_id,product_id,quantity,unit_price,subtotal,gst_rate,gst_amount,total
354,179,12698,1,150.68,150.68,5,7.53,158.21
355,179,2130,1,355.89,355.89,5,17.79,373.68
356,180,23959,1,306.87,306.87,18,55.24,362.11
357,180,4844,3,81.5,244.5,5,12.23,256.73
358,181,10164,2,266.54,533.08,5,26.65,559.73
359,181,13575,3,433.65,1300.95,5,65.05,1366.0
360,181,19085,3,350.7,1052.1,5,52.6,1104.7
361,182,10875,1,337.56,337.56,5,16.88,354.44
362,182,11070,1,334.5,334.5,5,16.73,351.23
363,183,23891,1,184.45,184.45,18,33.2,217.65
364,184,5347,3,85.79,257.37,5,12.87,270.24
365,184,14809,2,475.94,951.88,5,47.59,999.47
366,184,26292,3,217.31,651.93,18,117.35,769.28
367,185,24699,1,177.02,177.02,18,31.86,208.88
368,185,3383,2,99.84,199.68,5,9.98,209.66
369,185,10289,2,262.21,524.42,5,26.22,550.64
370,186,25883,1,326.21,326.21,18,58.72,384.93
371,186,14761,2,283.98,567.96,5,28.4,596.36
372,186,25005,1,225.52,225.52,18,40.59,266.11
373,187,18177,1,434.48,434.48,5,21.72,456.2
374,187,2661,2,243.13,486.26,5,24.31,510.57
375,187,1812,2,561.83,1123.66,5,56.18,1179.84
376,188,12225,2,237.56,475.12,5,23.76,498.88
377,188,18309,1,315.24,315.24,5,15.76,331.0
378,189,23369,2,264.86,529.72,18,95.35,625.07
379,189,5851,3,79.51,238.53,5,11.93,250.46
380,190,13461,1,334.93,334.93,5,16.75,351.68
381,190,25997,3,205.88,617.64,18,111.18,728.82
382,191,5166,2,119.59,239.18,5,11.96,251.14
383,192,19076,3,263.45,790.35,5,39.52,829.87
384,193,18914,1,442.42,442.42,5,22.12,464.54
385,194,20297,3,244.25,732.75,18,131.89,864.64
386,194,11336,2,210.04,420.08,5,21.0,441.08
387,194,9893,2,425.41,850.82,5,42.54,893.36
388,194,6593,3,120.8,362.4,5,18.12,380.52
389,195,6591,1,54.97,54.97,5,2.75,57.72
390,195,13116,2,137.8,275.6,5,13.78,289.38
391,196,1959,1,244.03,244.03,5,12.2,256.23
392,196,9667,1,414.62,414.62,5,20.73,435.35
393,197,25782,2,222.3,444.6,18,80.03,524.63
394,198,18569,3,298.19,894.57,5,44.73,939.3
395,198,5264,2,129.26,258.52,5,12.93,271.45
396,199,1051,1,562.95,562.95,5,28.15,591.1
397,199,13363,1,468.2,468.2,5,23.41,491.61
398,199,13882,2,245.59,491.18,5,24.56,515.74
399,200,15855,1,226.44,226.44,5,11.32,237.76
400,200,25518,3,278.59,835.77,18,150.44,986.21
401,201,7239,3,413.75,1241.25,5,62.06,1303.31
402,202,25096,1,272.73,272.73,18,49.09,321.82
403,202,7704,1,516.02,516.02,5,25.8,541.82
404,202,22704,1,226.52,226.52,18,40.77,267.29
405,202,24926,3,229.12,687.36,18,123.72,811.08
406,203,7932,2,312.64,625.28,5,31.26,656.54
407,203,6242,2,64.31,128.62,5,6.43,135.05
408,203,20151,3,217.46,652.38,18,117.43,769.81
409,204,12920,3,315.79,947.37,5,47.37,994.74
410,205,7364,3,396.64,1189.92,5,59.5,1249.42
411,205,18890,1,275.7,275.7,5,13.79,289.49
412,206,14385,1,267.48,267.48,5,13.37,280.85
413,206,24378,1,256.95,256.95,18,46.25,303.2
414,207,6170,3,102.24,306.72,5,15.34,322.06
415,207,9716,1,254.52,254.52,5,12.73,267.25
416,208,20612,3,102.38,307.14,18,55.29,362.43
417,208,12337,2,164.08,328.16,5,16.41,344.57
418,208,11057,3,264.74,794.22,5,39.71,833.93
419,208,13036,2,304.6,609.2,5,30.46,639.66
420,209,25162,2,237.23,474.46,18,85.4,559.86
421,210,21282,1,185.05,185.05,18,33.31,218.36
422,210,13732,1,451.84,451.84,5,22.59,474.43
423,211,22602,2,166.72,333.44,18,60.02,393.46
424,212,12279,3,293.68,881.04,5,44.05,925.09
425,212,6620,3,246.09,738.27,5,36.91,775.18
426,213,9521,3,363.48,1090.44,5,54.52,1144.96
427,214,5387,2,92.85,185.7,5,9.29,194.98
428,215,5732,2,80.24,160.48,5,8.02,168.5
429,215,20509,1,178.35,178.35,18,32.1,210.45
430,216,14517,1,340.92,340.92,5,17.05,357.97
431,216,22846,3,155.81,467.43,18,84.14,551.57
432,217,3262,3,585.29,1755.87,5,87.79,1843.66
433,218,17424,3,348.03,1044.09,5,52.2,1096.29
434,218,18950,2,463.47,926.94,5,46.35,973.29
435,218,25405,2,252.99,505.98,18,91.08,597.06
436,219,23580,2,150.21,300.42,18,54.08,354.5
437,219,177,1,391.12,391.12,5,19.56,410.68
438,220,20534,3,106.83,320.49,18,57.69,378.18
439,220,14665,2,411.41,822.82,5,41.14,863.96
440,221,15156,3,235.47,706.41,5,35.32,741.73
441,222,10607,2,232.05,464.1,5,23.21,487.31
442,222,8224,2,316.94,633.88,5,31.69,665.57
443,222,8723,2,488.77,977.54,5,48.88,1026.42
444,223,15369,3,295.04,885.12,5,44.26,929.38
445,223,23760,1,313.5,313.5,18,56.43,369.93
446,224,11542,2,321.14,642.28,5,32.11,674.39
447,225,7023,3,221.08,663.24,5,33.16,696.4
448,225,3665,3,56.14,168.42,5,8.42,176.84
449,226,3224,1,612.91,612.91,5,30.65,643.56
450,226,4045,2,75.09,150.18,5,7.51,157.69
451,226,10469,1,289.43,289.43,5,14.47,303.9
452,227,4464,1,67.05,67.05,5,3.35,70.4
453,227,515,1,582.73,582.73,5,29.14,611.87
454,228,22420,1,213.23,213.23,18,38.38,251.61
455,228,588,1,434.38,434.38,5,21.72,456.1
456,228,23820,1,151.84,151.84,18,27.33,179.17
457,229,20789,2,195.9,391.8,18,70.52,462.32
458,230,19479,1,395.63,395.63,5,19.78,415.41
459,230,15857,2,222.74,445.48,5,22.27,467.75
460,230,8713,2,266.99,533.98,5,26.7,560.68
461,231,21737,1,194.56,194.56,18,35.02,229.58
462,231,17402,1,276.66,276.66,5,13.83,290.49
463,232,3955,2,60.81,121.62,5,6.08,127.7
464,232,10294,1,238.85,238.85,5,11.94,250.79
465,232,9363,1,372.52,372.52,5,18.63,391.15
466,233,11265,1,319.4,319.4,5,15.97,335.37
467,234,22132,3,171.87,515.61,18,92.81,608.42
468,234,17679,3,277.39,832.17,5,41.61,873.78
469,234,12910,3,199.1,597.3,5,29.86,627.16
470,235,19939,1,145.48,145.48,18,26.19,171.67
471,235,2010,2,568.61,1137.22,5,56.86,1194.08
472,236,6555,3,143.07,429.21,5,21.46,450.67
473,236,9679,3,446.24,1338.72,5,66.94,1405.66
474,236,23466,1,225.46,225.46,18,40.58,266.04
475,237,16613,1,298.31,298.31,5,14.92,313.23
476,238,2840,3,460.96,1382.88,5,69.14,1452.02
477,238,17473,1,297.36,297.36,5,14.87,312.23
478,239,10847,1,165.96,165.96,5,8.3,174.26
479,239,19970,2,238.61,477.22,18,85.9,563.12
480,240,6401,3,145.17,435.51,5,21.78,457.29
481,240,7386,3,250.34,751.02,5,37.55,788.57
482,241,7530,3,494.83,1484.49,5,74.22,1558.71
483,242,5687,3,142.31,426.93,5,21.35,448.28
484,242,21944,2,100.73,201.46,18,36.26,237.72
485,242,4654,1,115.96,115.96,5,5.8,121.76
486,243,24959,2,245.25,490.5,18,88.29,578.79
487,243,1439,3,453.8,1361.4,5,68.07,1429.47
488,244,4953,3,55.55,166.65,5,8.33,174.98
489,244,2669,2,401.79,803.58,5,40.18,843.76
490,245,1564,1,439.23,439.23,5,21.96,461.19
491,246,22189,3,209.71,629.13,18,113.24,742.37
492,247,17489,3,540.85,1622.55,5,81.13,1703.68
493,248,23654,2,160.5,321.0,18,57.78,378.78
494,248,17932,2,324.48,648.96,5,32.45,681.41
495,249,969,1,498.57,498.57,5,24.93,523.5
496,249,11358,2,193.96,387.92,5,19.4,407.32
497,250,16589,2,449.17,898.34,5,44.92,943.26
498,250,26240,1,318.69,318.69,18,57.36,376.05
499,251,12735,2,303.38,606.76,5,30.34,637.1
500,251,4582,2,122.09,244.18,5,12.21,256.39
501,251,18529,3,332.54,997.62,5,49.88,1047.5
502,252,2330,3,241.57,724.71,5,36.24,760.95
503,252,24056,3,325.74,977.22,18,175.9,1153.12
504,253,4944,1,84.75,84.75,5,4.24,88.99
505,253,24357,3,167.1,501.3,18,90.23,591.53
506,253,6101,1,146.32,146.32,5,7.32,153.64
507,254,20617,3,105.73,317.19,18,57.09,374.28
508,254,13914,3,235.86,707.58,5,35.38,742.96
509,255,26174,2,288.3,576.6,18,103.79,680.39
510,255,15660,2,478.13,956.26,5,47.81,1004.07
