product_id,name,sku,category,subcategory,hsn_code,gst_rate,cost_price,selling_price,margin_percent,created_at
56,Spicy Chicken Lababdar,NOR-CHI-00056,North Indian Main Course,Chicken Curries,2106,5,346.27,466.19,25.72,2023-11-23T00:00:00
57,Classic Paneer Korma,NOR-PAN-00057,North Indian Main Course,Paneer Dishes,2106,5,363.28,463.69,21.65,2022-04-15T00:00:00
58,Spicy Dal Saag,NOR-DAL-00058,North Indian Main Course,Dal & Lentils,2106,5,213.58,292.25,26.92,2023-10-23T00:00:00
59,Butter Chicken Makhani,NOR-CHI-00059,North Indian Main Course,Chicken Curries,2106,5,377.57,513.44,26.46,2022-05-08T00:00:00
60,Spicy Mutton Makhani,NOR-MUT-00060,North Indian Main Course,Mutton Delicacies,2106,5,474.18,594.49,20.24,2023-06-04T00:00:00
61,Special Mutton Korma,NOR-MUT-00061,North Indian Main Course,Mutton Delicacies,2106,5,397.4,541.99,26.68,2022-10-07T00:00:00
62,Masala Vegetable Korma,NOR-VEG-00062,North Indian Main Course,Vegetable Curries,2106,5,400.06,562.82,28.92,2023-10-24T00:00:00
63,Butter Mutton Makhani,NOR-MUT-00063,North Indian Main Course,Mutton Delicacies,2106,5,428.82,574.8,25.4,2023-01-24T00:00:00
64,Butter Vegetable Butter Masala,NOR-VEG-00064,North Indian Main Course,Vegetable Curries,2106,5,377.77,510.61,26.02,2023-02-20T00:00:00
65,Masala Paneer Roganjosh,NOR-PAN-00065,North Indian Main Course,Paneer Dishes,2106,5,372.21,503.01,26.0,2022-06-01T00:00:00
66,Special Chicken Tikka Masala,NOR-CHI-00066,North Indian Main Course,Chicken Curries,2106,5,435.38,599.59,27.39,2022-04-17T00:00:00
67,Special Chicken Tikka Masala,NOR-CHI-00067,North Indian Main Course,Chicken Curries,2106,5,355.96,484.59,26.54,2023-01-15T00:00:00
68,Amritsari Mutton Tikka Masala,NOR-MUT-00068,North Indian Main Course,Mutton Delicacies,2106,5,301.5,397.93,24.23,2023-03-17T00:00:00
69,Tandoori Paneer Butter Masala,NOR-PAN-00069,North Indian Main Course,Paneer Dishes,2106,5,353.77,453.17,21.93,2022-01-15T00:00:00
70,Crispy Vegetable Saag,NOR-VEG-00070,North Indian Main Course,Vegetable Curries,2106,5,205.93,268.69,23.36,2022-12-29T00:00:00
71,Crispy Dal Tikka Masala,NOR-DAL-00071,North Indian Main Course,Dal & Lentils,2106,5,390.64,535.1,27.0,2023-01-20T00:00:00
72,Crispy Mutton Saag,NOR-MUT-00072,North Indian Main Course,Mutton Delicacies,2106,5,397.26,525.86,24.46,2023-05-20T00:00:00
73,Tandoori Mutton Korma,NOR-MUT-00073,North Indian Main Course,Mutton Delicacies,2106,5,359.47,492.36,26.99,2022-05-20T00:00:00
74,Masala Paneer Do Pyaza,NOR-PAN-00074,North Indian Main Course,Paneer Dishes,2106,5,253.95,326.17,22.14,2022-03-21T00:00:00
75,Hyderabadi Chicken Lababdar,NOR-CHI-00075,North Indian Main Course,Chicken Curries,2106,5,303.91,421.29,27.86,2022-08-05T00:00:00
76,Classic Vegetable Do Pyaza,NOR-VEG-00076,North Indian Main Course,Vegetable Curries,2106,5,344.51,451.34,23.67,2022-12-24T00:00:00
77,Butter Paneer Do Pyaza,NOR-PAN-00077,North Indian Main Course,Paneer Dishes,2106,5,239.08,332.1,28.01,2023-11-07T00:00:00
78,Butter Paneer Lababdar,NOR-PAN-00078,North Indian Main Course,Paneer Dishes,2106,5,381.14,490.62,22.31,2022-08-23T00:00:00
79,Butter Mutton Saag,NOR-MUT-00079,North Indian Main Course,Mutton Delicacies,2106,5,320.68,442.69,27.56,2022-01-30T00:00:00
80,Classic Paneer Saag,NOR-PAN-00080,North Indian Main Course,Paneer Dishes,2106,5,257.32,329.72,21.96,2022-06-20T00:00:00
81,Special Mutton Makhani,NOR-MUT-00081,North Indian Main Course,Mutton Delicacies,2106,5,438.79,616.16,28.79,2023-07-19T00:00:00
82,Amritsari Mutton Roganjosh,NOR-MUT-00082,North Indian Main Course,Mutton Delicacies,2106,5,496.78,629.52,21.09,2022-03-15T00:00:00
83,Tandoori Dal Lababdar,NOR-DAL-00083,North Indian Main Course,Dal & Lentils,2106,5,470.71,607.86,22.56,2022-08-03T00:00:00
84,Masala Mutton Makhani,NOR-MUT-00084,North Indian Main Course,Mutton Delicacies,2106,5,425.24,584.34,27.23,2022-06-17T00:00:00
85,Butter Mutton Do Pyaza,NOR-MUT-00085,North Indian Main Course,Mutton Delicacies,2106,5,324.24,420.35,22.86,2023-04-06T00:00:00
86,Crispy Chicken Roganjosh,NOR-CHI-00086,North Indian Main Course,Chicken Curries,2106,5,429.18,606.14,29.19,2023-07-01T00:00:00
87,Tandoori Vegetable Korma,NOR-VEG-00087,North Indian Main Course,Vegetable Curries,2106,5,374.14,529.63,29.36,2022-10-11T00:00:00
88,Amritsari Chicken Lababdar,NOR-CHI-00088,North Indian Main Course,Chicken Curries,2106,5,295.82,410.47,27.93,2022-09-28T00:00:00
89,Special Mutton Saag,NOR-MUT-00089,North Indian Main Course,Mutton Delicacies,2106,5,345.95,435.56,20.57,2023-01-31T00:00:00
90,Tandoori Mutton Makhani,NOR-MUT-00090,North Indian Main Course,Mutton Delicacies,2106,5,320.13,440.17,27.27,2022-07-23T00:00:00
91,Tandoori Paneer Roganjosh,NOR-PAN-00091,North Indian Main Course,Paneer Dishes,2106,5,401.01,514.24,22.02,2023-06-16T00:00:00
92,Spicy Mutton Butter Masala,NOR-MUT-00092,North Indian Main Course,Mutton Delicacies,2106,5,464.5,611.84,24.08,2022-01-23T00:00:00
93,Classic Paneer Saag,NOR-PAN-00093,North Indian Main Course,Paneer Dishes,2106,5,220.6,295.64,25.38,2023-10-12T00:00:00
94,Tandoori Chicken Roganjosh,NOR-CHI-00094,North Indian Main Course,Chicken Curries,2106,5,239.43,326.78,26.73,2022-11-09T00:00:00
95,Tandoori Chicken Do Pyaza,NOR-CHI-00095,North Indian Main Course,Chicken Curries,2106,5,435.0,582.31,25.3,2022-05-29T00:00:00
96,Crispy Paneer Makhani,NOR-PAN-00096,North Indian Main Course,Paneer Dishes,2106,5,394.17,506.56,22.19,2022-02-03T00:00:00
97,Special Paneer Makhani,NOR-PAN-00097,North Indian Main Course,Paneer Dishes,2106,5,225.87,321.74,29.8,2023-06-29T00:00:00
98,Spicy Vegetable Lababdar,NOR-VEG-00098,North Indian Main Course,Vegetable Curries,2106,5,389.15,514.48,24.36,2023-04-23T00:00:00
99,Masala Mutton Roganjosh,NOR-MUT-00099,North Indian Main Course,Mutton Delicacies,2106,5,234.9,308.79,23.93,2023-08-07T00:00:00
100,Masala Vegetable Tikka Masala,NOR-VEG-00100,North Indian Main Course,Vegetable Curries,2106,5,378.41,477.26,20.71,2022-04-22T00:00:00
101,Tandoori Mutton Makhani,NOR-MUT-00101,North Indian Main Course,Mutton Delicacies,2106,5,208.54,271.16,23.09,2022-02-28T00:00:00
102,Classic Vegetable Do Pyaza,NOR-VEG-00102,North Indian Main Course,Vegetable Curries,2106,5,447.38,588.62,24.0,2023-08-01T00:00:00
103,Special Dal Roganjosh,NOR-DAL-00103,North Indian Main Course,Dal & Lentils,2106,5,351.23,458.43,23.38,2023-09-23T00:00:00
104,Crispy Dal Butter Masala,NOR-DAL-00104,North Indian Main Course,Dal & Lentils,2106,5,460.21,588.33,21.78,2023-08-16T00:00:00
105,Crispy Mutton Lababdar,NOR-MUT-00105,North Indian Main Course,Mutton Delicacies,2106,5,394.08,530.0,25.65,2022-06-16T00:00:00
106,Amritsari Chicken Lababdar,NOR-CHI-00106,North Indian Main Course,Chicken Curries,2106,5,336.98,430.6,21.74,2022-04-05T00:00:00
107,Crispy Chicken Makhani,NOR-CHI-00107,North Indian Main Course,Chicken Curries,2106,5,411.45,580.6,29.13,2022-08-28T00:00:00
108,Hyderabadi Vegetable Saag,NOR-VEG-00108,North Indian Main Course,Vegetable Curries,2106,5,283.22,377.92,25.06,2023-01-04T00:00:00
109,Hyderabadi Vegetable Makhani,NOR-VEG-00109,North Indian Main Course,Vegetable Curries,2106,5,279.79,385.48,27.42,2023-02-19T00:00:00
110,Masala Dal Butter Masala,NOR-DAL-00110,North Indian Main Course,Dal & Lentils,2106,5,324.91,451.82,28.09,2023-03-30T00:00:00
111,Hyderabadi Mutton Makhani,NOR-MUT-00111,North Indian Main Course,Mutton Delicacies,2106,5,400.0,523.15,23.54,2022-07-18T00:00:00
112,Special Mutton Tikka Masala,NOR-MUT-00112,North Indian Main Course,Mutton Delicacies,2106,5,267.03,360.64,25.96,2023-03-28T00:00:00
113,Crispy Chicken Lababdar,NOR-CHI-00113,North Indian Main Course,Chicken Curries,2106,5,342.89,466.92,26.56,2022-05-18T00:00:00
114,Crispy Chicken Lababdar,NOR-CHI-00114,North Indian Main Course,Chicken Curries,2106,5,254.58,351.08,27.49,2023-08-01T00:00:00
115,Crispy Vegetable Tikka Masala,NOR-VEG-00115,North Indian Main Course,Vegetable Curries,2106,5,432.99,544.58,20.49,2023-05-27T00:00:00
116,Butter Vegetable Lababdar,NOR-VEG-00116,North Indian Main Course,Vegetable Curries,2106,5,268.19,353.36,24.1,2022-06-13T00:00:00
117,Masala Dal Tikka Masala,NOR-DAL-00117,North Indian Main Course,Dal & Lentils,2106,5,424.19,581.38,27.04,2022-11-28T00:00:00
118,Masala Vegetable Butter Masala,NOR-VEG-00118,North Indian Main Course,Vegetable Curries,2106,5,377.92,530.29,28.73,2023-10-17T00:00:00
119,Amritsari Paneer Do Pyaza,NOR-PAN-00119,North Indian Main Course,Paneer Dishes,2106,5,374.8,525.94,28.74,2022-07-18T00:00:00
120,Special Paneer Do Pyaza,NOR-PAN-00120,North Indian Main Course,Paneer Dishes,2106,5,321.76,432.45,25.6,2023-05-28T00:00:00
121,Masala Paneer Lababdar,NOR-PAN-00121,North Indian Main Course,Paneer Dishes,2106,5,202.62,286.78,29.35,2022-07-17T00:00:00
122,Special Paneer Korma,NOR-PAN-00122,North Indian Main Course,Paneer Dishes,2106,5,227.77,301.17,24.37,2023-01-25T00:00:00
123,Butter Paneer Tikka Masala,NOR-PAN-00123,North Indian Main Course,Paneer Dishes,2106,5,347.68,468.81,25.84,2022-04-01T00:00:00
124,Butter Dal Saag,NOR-DAL-00124,North Indian Main Course,Dal & Lentils,2106,5,316.1,424.71,25.57,2022-04-09T00:00:00
125,Masala Mutton Butter Masala,NOR-MUT-00125,North Indian Main Course,Mutton Delicacies,2106,5,379.23,489.95,22.6,2023-05-04T00:00:00
126,Masala Vegetable Tikka Masala,NOR-VEG-00126,North Indian Main Course,Vegetable Curries,2106,5,218.36,304.39,28.26,2023-09-17T00:00:00
127,Special Vegetable Saag,NOR-VEG-00127,North Indian Main Course,Vegetable Curries,2106,5,322.52,424.71,24.06,2023-02-07T00:00:00
128,Butter Paneer Do Pyaza,NOR-PAN-00128,North Indian Main Course,Paneer Dishes,2106,5,408.14,529.85,22.97,2022-08-25T00:00:00
129,Butter Paneer Do Pyaza,NOR-PAN-00129,North Indian Main Course,Paneer Dishes,2106,5,429.3,563.01,23.75,2022-01-24T00:00:00
130,Tandoori Vegetable Tikka Masala,NOR-VEG-00130,North Indian Main Course,Vegetable Curries,2106,5,354.29,463.27,23.52,2023-03-05T00:00:00
131,Classic Vegetable Butter Masala,NOR-VEG-00131,North Indian Main Course,Vegetable Curries,2106,5,225.1,308.03,26.92,2022-04-29T00:00:00
132,Hyderabadi Chicken Tikka Masala,NOR-CHI-00132,North Indian Main Course,Chicken Curries,2106,5,315.66,432.17,26.96,2022-10-16T00:00:00
133,Amritsari Chicken Lababdar,NOR-CHI-00133,North Indian Main Course,Chicken Curries,2106,5,318.72,419.48,24.02,2022-09-16T00:00:00
134,Masala Chicken Butter Masala,NOR-CHI-00134,North Indian Main Course,Chicken Curries,2106,5,220.9,277.44,20.38,2022-04-22T00:00:00
135,Special Dal Do Pyaza,NOR-DAL-00135,North Indian Main Course,Dal & Lentils,2106,5,369.73,476.26,22.37,2023-06-06T00:00:00
136,Amritsari Mutton Lababdar,NOR-MUT-00136,North Indian Main Course,Mutton Delicacies,2106,5,442.09,615.59,28.18,2022-04-12T00:00:00
137,Hyderabadi Mutton Tikka Masala,NOR-MUT-00137,North Indian Main Course,Mutton Delicacies,2106,5,320.56,432.7,25.92,2023-01-08T00:00:00
138,Spicy Paneer Roganjosh,NOR-PAN-00138,North Indian Main Course,Paneer Dishes,2106,5,306.39,408.77,25.05,2022-01-23T00:00:00
139,Amritsari Mutton Butter Masala,NOR-MUT-00139,North Indian Main Course,Mutton Delicacies,2106,5,311.95,426.48,26.85,2023-01-05T00:00:00
140,Tandoori Paneer Butter Masala,NOR-PAN-00140,North Indian Main Course,Paneer Dishes,2106,5,384.4,509.64,24.57,2022-10-05T00:00:00
141,Butter Paneer Roganjosh,NOR-PAN-00141,North Indian Main Course,Paneer Dishes,2106,5,371.39,495.28,25.01,2022-09-06T00:00:00
142,Butter Paneer Do Pyaza,NOR-PAN-00142,North Indian Main Course,Paneer Dishes,2106,5,368.78,465.18,20.72,2022-09-10T00:00:00
143,Classic Mutton Butter Masala,NOR-MUT-00143,North Indian Main Course,Mutton Delicacies,2106,5,486.2,638.99,23.91,2023-04-01T00:00:00
144,Masala Vegetable Butter Masala,NOR-VEG-00144,North Indian Main Course,Vegetable Curries,2106,5,330.84,466.42,29.07,2023-08-08T00:00:00
145,Classic Mutton Korma,NOR-MUT-00145,North Indian Main Course,Mutton Delicacies,2106,5,342.87,444.33,22.83,2022-06-29T00:00:00
146,Tandoori Chicken Lababdar,NOR-CHI-00146,North Indian Main Course,Chicken Curries,2106,5,464.98,641.9,27.56,2022-05-17T00:00:00
147,Tandoori Vegetable Makhani,NOR-VEG-00147,North Indian Main Course,Vegetable Curries,2106,5,463.99,617.97,24.92,2023-07-16T00:00:00
148,Masala Paneer Saag,NOR-PAN-00148,North Indian Main Course,Paneer Dishes,2106,5,295.43,379.35,22.12,2023-03-04T00:00:00
149,Masala Paneer Do Pyaza,NOR-PAN-00149,North Indian Main Course,Paneer Dishes,2106,5,442.19,583.37,24.2,2022-01-26T00:00:00
150,Spicy Mutton Lababdar,NOR-MUT-00150,North Indian Main Course,Mutton Delicacies,2106,5,338.48,460.82,26.55,2022-05-16T00:00:00
151,Tandoori Dal Lababdar,NOR-DAL-00151,North Indian Main Course,Dal & Lentils,2106,5,489.86,622.47,21.3,2023-04-02T00:00:00
152,Tandoori Dal Makhani,NOR-DAL-00152,North Indian Main Course,Dal & Lentils,2106,5,437.95,590.97,25.89,2023-01-11T00:00:00
153,Tandoori Mutton Saag,NOR-MUT-00153,North Indian Main Course,Mutton Delicacies,2106,5,502.8,645.25,22.08,2022-02-03T00:00:00
154,Hyderabadi Vegetable Butter Masala,NOR-VEG-00154,North Indian Main Course,Vegetable Curries,2106,5,232.4,291.76,20.35,2022-12-28T00:00:00
155,Hyderabadi Paneer Tikka Masala,NOR-PAN-00155,North Indian Main Course,Paneer Dishes,2106,5,339.77,455.64,25.43,2023-07-08T00:00:00
156,Spicy Mutton Tikka Masala,NOR-MUT-00156,North Indian Main Course,Mutton Delicacies,2106,5,344.66,432.49,20.31,2022-12-21T00:00:00
157,Tandoori Dal Tikka Masala,NOR-DAL-00157,North Indian Main Course,Dal & Lentils,2106,5,462.68,589.22,21.48,2022-06-04T00:00:00
158,Crispy Mutton Lababdar,NOR-MUT-00158,North Indian Main Course,Mutton Delicacies,2106,5,420.52,597.68,29.64,2023-09-23T00:00:00
159,Masala Vegetable Makhani,NOR-VEG-00159,North Indian Main Course,Vegetable Curries,2106,5,406.02,546.17,25.66,2023-08-24T00:00:00
160,Hyderabadi Paneer Korma,NOR-PAN-00160,North Indian Main Course,Paneer Dishes,2106,5,414.57,524.54,20.97,2023-10-16T00:00:00
161,Special Chicken Do Pyaza,NOR-CHI-00161,North Indian Main Course,Chicken Curries,2106,5,287.55,386.97,25.69,2023-03-27T00:00:00
162,Tandoori Dal Korma,NOR-DAL-00162,North Indian Main Course,Dal & Lentils,2106,5,219.23,309.69,29.21,2022-11-06T00:00:00
163,Butter Dal Lababdar,NOR-DAL-00163,North Indian Main Course,Dal & Lentils,2106,5,438.77,614.26,28.57,2022-08-17T00:00:00
164,Hyderabadi Chicken Do Pyaza,NOR-CHI-00164,North Indian Main Course,Chicken Curries,2106,5,405.53,513.4,21.01,2022-08-13T00:00:00
165,Amritsari Chicken Korma,NOR-CHI-00165,North Indian Main Course,Chicken Curries,2106,5,214.74,270.28,20.55,2022-04-10T00:00:00
166,Tandoori Chicken Do Pyaza,NOR-CHI-00166,North Indian Main Course,Chicken Curries,2106,5,312.02,427.3,26.98,2022-11-04T00:00:00
167,Classic Mutton Makhani,NOR-MUT-00167,North Indian Main Course,Mutton Delicacies,2106,5,291.68,396.36,26.41,2023-02-03T00:00:00
168,Special Chicken Saag,NOR-CHI-00168,North Indian Main Course,Chicken Curries,2106,5,266.73,352.54,24.34,2023-10-13T00:00:00
169,Hyderabadi Dal Do Pyaza,NOR-DAL-00169,North Indian Main Course,Dal & Lentils,2106,5,403.48,558.05,27.7,2022-12-07T00:00:00
170,Butter Vegetable Do Pyaza,NOR-VEG-00170,North Indian Main Course,Vegetable Curries,2106,5,399.85,517.88,22.79,2022-01-26T00:00:00
171,Classic Vegetable Butter Masala,NOR-VEG-00171,North Indian Main Course,Vegetable Curries,2106,5,272.83,366.66,25.59,2022-04-18T00:00:00
172,Spicy Chicken Tikka Masala,NOR-CHI-00172,North Indian Main Course,Chicken Curries,2106,5,449.09,612.95,26.73,2022-10-03T00:00:00
173,Butter Vegetable Korma,NOR-VEG-00173,North Indian Main Course,Vegetable Curries,2106,5,443.03,562.47,21.23,2022-11-23T00:00:00
174,Amritsari Dal Do Pyaza,NOR-DAL-00174,North Indian Main Course,Dal & Lentils,2106,5,421.26,580.49,27.43,2022-07-27T00:00:00
175,Crispy Chicken Tikka Masala,NOR-CHI-00175,North Indian Main Course,Chicken Curries,2106,5,305.67,432.02,29.25,2023-04-15T00:00:00
176,Amritsari Mutton Roganjosh,NOR-MUT-00176,North Indian Main Course,Mutton Delicacies,2106,5,204.84,277.02,26.06,2023-03-07T00:00:00
177,Classic Dal Lababdar,NOR-DAL-00177,North Indian Main Course,Dal & Lentils,2106,5,303.08,391.12,22.51,2023-03-09T00:00:00
178,Tandoori Dal Roganjosh,NOR-DAL-00178,North Indian Main Course,Dal & Lentils,2106,5,205.74,284.42,27.66,2023-11-07T00:00:00
179,Amritsari Dal Roganjosh,NOR-DAL-00179,North Indian Main Course,Dal & Lentils,2106,5,444.29,615.25,27.79,2023-09-29T00:00:00
180,Masala Mutton Saag,NOR-MUT-00180,North Indian Main Course,Mutton Delicacies,2106,5,202.79,287.84,29.55,2023-10-25T00:00:00
181,Hyderabadi Chicken Tikka Masala,NOR-CHI-00181,North Indian Main Course,Chicken Curries,2106,5,220.72,279.85,21.13,2023-07-17T00:00:00
182,Hyderabadi Mutton Roganjosh,NOR-MUT-00182,North Indian Main Course,Mutton Delicacies,2106,5,398.69,514.9,22.57,2022-05-28T00:00:00
183,Spicy Mutton Saag,NOR-MUT-00183,North Indian Main Course,Mutton Delicacies,2106,5,398.36,508.52,21.66,2022-03-12T00:00:00
184,Masala Mutton Butter Masala,NOR-MUT-00184,North Indian Main Course,Mutton Delicacies,2106,5,377.48,523.02,27.83,2022-09-03T00:00:00
