product_id,product_category_name,indian_category,hsn_code,gst_rate
PROD_00059,gaming_pc,general_merchandise,9999,18.0
PROD_00060,fashion_accessories,general_merchandise,9999,18.0
PROD_00061,business_supplies,general_merchandise,9999,18.0
PROD_00062,electronics_accessories,general_merchandise,9999,18.0
PROD_00063,furniture_bedroom,general_merchandise,9999,18.0
PROD_00064,books_technical,general_merchandise,9999,18.0
PROD_00065,electronics_gaming,general_merchandise,9999,18.0
PROD_00066,media_video,general_merchandise,9999,18.0
PROD_00067,furniture_living,general_merchandise,9999,18.0
PROD_00068,fashion_men,general_merchandise,9999,18.0
PROD_00069,media_video,general_merchandise,9999,18.0
PROD_00070,lighting,general_merchandise,9999,18.0
PROD_00071,garden,general_merchandise,9999,18.0
PROD_00072,services,general_merchandise,9999,18.0
PROD_00073,electronics_gaming,general_merchandise,9999,18.0
PROD_00074,home_improvement,general_merchandise,9999,18.0
PROD_00075,electronics_audio,general_merchandise,9999,18.0
PROD_00076,tools_construction,general_merchandise,9999,18.0
PROD_00077,electronics_mobile,general_merchandise,9999,18.0
PROD_00078,furniture_bedroom,general_merchandise,9999,18.0
PROD_00079,home_comfort,general_merchandise,9999,18.0
PROD_00080,furniture_decor,general_merchandise,9999,18.0
PROD_00081,fashion_men,general_merchandise,9999,18.0
PROD_00082,electronics_computers,general_merchandise,9999,18.0
PROD_00083,home_appliances,general_merchandise,9999,18.0
PROD_00084,kitchen_appliances,general_merchandise,9999,18.0
PROD_00085,business_supplies,general_merchandise,9999,18.0
PROD_00086,furniture_kitchen,general_merchandise,9999,18.0
PROD_00087,services,general_merchandise,9999,18.0
PROD_00088,furniture_bedroom,general_merchandise,9999,18.0
PROD_00089,home_appliances_small,general_merchandise,9999,18.0
PROD_00090,electronics_mobile,general_merchandise,9999,18.0
PROD_00091,home_appliances,general_merchandise,9999,18.0
PROD_00092,signage_safety,general_merchandise,9999,18.0
PROD_00093,furniture_kitchen,general_merchandise,9999,18.0
PROD_00094,kitchen_gourmet,general_merchandise,9999,18.0
PROD_00095,marketplace,general_merchandise,9999,18.0
PROD_00096,fashion_innerwear,general_merchandise,9999,18.0
PROD_00097,furniture_decor,general_merchandise,9999,18.0
PROD_00098,lighting,general_merchandise,9999,18.0
PROD_00099,tools_general,general_merchandise,9999,18.0
PROD_00100,grocery_food,general_merchandise,9999,18.0
PROD_00101,home_appliances,general_merchandise,9999,18.0
PROD_00102,fashion_innerwear,general_merchandise,9999,18.0
PROD_00103,novelty_gifts,general_merchandise,9999,18.0
PROD_00104,media_video,general_merchandise,9999,18.0
PROD_00105,furniture_bedroom,general_merchandise,9999,18.0
PROD_00106,kitchen_appliances,general_merchandise,9999,18.0
PROD_00107,furniture_office,general_merchandise,9999,18.0
PROD_00108,grocery_food,general_merchandise,9999,18.0
PROD_00109,agriculture,general_merchandise,9999,18.0
PROD_00110,beverages,general_merchandise,9999,18.0
PROD_00111,lighting,general_merchandise,9999,18.0
PROD_00112,garden,general_merchandise,9999,18.0
PROD_00113,lighting,general_merchandise,9999,18.0
PROD_00114,art_supplies,general_merchandise,9999,18.0
PROD_00115,beverages,general_merchandise,9999,18.0
PROD_00116,sports_leisure,general_merchandise,9999,18.0
PROD_00117,books_technical,general_merchandise,9999,18.0
PROD_00118,tools_general,general_merchandise,9999,18.0
PROD_00119,health_beauty,general_merchandise,9999,18.0
PROD_00120,security,general_merchandise,9999,18.0
PROD_00121,electronics_tablets,general_merchandise,9999,18.0
PROD_00122,home_appliances_small,general_merchandise,9999,18.0
PROD_00123,electronics_accessories,general_merchandise,9999,18.0
PROD_00124,baby_hygiene,general_merchandise,9999,18.0
PROD_00125,books_general,general_merchandise,9999,18.0
PROD_00126,books_general,general_merchandise,9999,18.0
PROD_00127,agriculture,general_merchandise,9999,18.0
PROD_00128,kitchen_appliances,general_merchandise,9999,18.0
PROD_00129,art_supplies,general_merchandise,9999,18.0
PROD_00130,garden,general_merchandise,9999,18.0
PROD_00131,art_supplies,general_merchandise,9999,18.0
PROD_00132,furniture_decor,general_merchandise,9999,18.0
PROD_00133,luggage,general_merchandise,9999,18.0
PROD_00134,gaming_pc,general_merchandise,9999,18.0
PROD_00135,signage_safety,general_merchandise,9999,18.0
PROD_00136,electronics_computers,general_merchandise,9999,18.0
PROD_00137,home_comfort,general_merchandise,9999,18.0
PROD_00138,business_supplies,general_merchandise,9999,18.0
PROD_00139,beverages,general_merchandise,9999,18.0
PROD_00140,books_general,general_merchandise,9999,18.0
PROD_00141,health_beauty,general_merchandise,9999,18.0
PROD_00142,business_supplies,general_merchandise,9999,18.0
PROD_00143,furniture_decor,general_merchandise,9999,18.0
PROD_00144,pet_supplies,general_merchandise,9999,18.0
PROD_00145,home_appliances,general_merchandise,9999,18.0
PROD_00146,lighting,general_merchandise,9999,18.0
PROD_00147,pet_supplies,general_merchandise,9999,18.0
PROD_00148,electronics_computers,general_merchandise,9999,18.0
PROD_00149,lighting,general_merchandise,9999,18.0
PROD_00150,services,general_merchandise,9999,18.0
PROD_00151,gaming_pc,general_merchandise,9999,18.0
PROD_00152,books_technical,general_merchandise,9999,18.0
PROD_00153,health_beauty,general_merchandise,9999,18.0
PROD_00154,fashion_women,general_merchandise,9999,18.0
PROD_00155,climate_control,general_merchandise,9999,18.0
PROD_00156,home_improvement,general_merchandise,9999,18.0
PROD_00157,pet_supplies,general_merchandise,9999,18.0
PROD_00158,toys,general_merchandise,9999,18.0
PROD_00159,services,general_merchandise,9999,18.0
PROD_00160,stationery,general_merchandise,9999,18.0
PROD_00161,fashion_footwear,general_merchandise,9999,18.0
PROD_00162,furniture_bedroom,general_merchandise,9999,18.0
PROD_00163,grocery_food,general_merchandise,9999,18.0
PROD_00164,media_video,general_merchandise,9999,18.0
PROD_00165,baby_products,general_merchandise,9999,18.0
PROD_00166,furniture_decor,general_merchandise,9999,18.0
PROD_00167,seasonal_christmas,general_merchandise,9999,18.0
PROD_00168,services,general_merchandise,9999,18.0
PROD_00169,stationery,general_merchandise,9999,18.0
PROD_00170,media_video,general_merchandise,9999,18.0
PROD_00171,fashion_footwear,general_merchandise,9999,18.0
PROD_00172,media_video,general_merchandise,9999,18.0
PROD_00173,baby_hygiene,general_merchandise,9999,18.0
PROD_00174,beauty_perfumes,general_merchandise,9999,18.0
PROD_00175,furniture_kitchen,general_merchandise,9999,18.0
PROD_00176,security,general_merchandise,9999,18.0
PROD_00177,fashion_men,general_merchandise,9999,18.0
PROD_00178,services,general_merchandise,9999,18.0
PROD_00179,stationery,general_merchandise,9999,18.0
PROD_00180,books_imported,general_merchandise,9999,18.0
PROD_00181,gaming_pc,general_merchandise,9999,18.0
PROD_00182,security,general_merchandise,9999,18.0
PROD_00183,novelty_gifts,general_merchandise,9999,18.0
PROD_00184,fashion_accessories,general_merchandise,9999,18.0
PROD_00185,electronics_tablets,general_merchandise,9999,18.0
PROD_00186,books_imported,general_merchandise,9999,18.0
PROD_00187,fashion_women,general_merchandise,9999,18.0
PROD_00188,lighting,general_merchandise,9999,18.0
PROD_00189,electronics_mobile,general_merchandise,9999,18.0
PROD_00190,home_improvement,general_merchandise,9999,18.0
PROD_00191,flowers,general_merchandise,9999,18.0
PROD_00192,fashion_women,general_merchandise,9999,18.0
PROD_00193,watches_gifts,general_merchandise,9999,18.0
PROD_00194,fashion_men,general_merchandise,9999,18.0
PROD_00195,tools_general,general_merchandise,9999,18.0
PROD_00196,fashion_kids,general_merchandise,9999,18.0
PROD_00197,business_supplies,general_merchandise,9999,18.0
PROD_00198,beverages,general_merchandise,9999,18.0
PROD_00199,kitchen_appliances,general_merchandise,9999,18.0
PROD_00200,agriculture,general_merchandise,9999,18.0
PROD_00201,home_improvement,general_merchandise,9999,18.0
PROD_00202,seasonal_christmas,general_merchandise,9999,18.0
PROD_00203,gaming_pc,general_merchandise,9999,18.0
PROD_00204,health_beauty,general_merchandise,9999,18.0
PROD_00205,home_appliances,general_merchandise,9999,18.0
PROD_00206,kitchen_appliances,general_merchandise,9999,18.0
PROD_00207,sports_leisure,general_merchandise,9999,18.0
PROD_00208,art_supplies,general_merchandise,9999,18.0
PROD_00209,marketplace,general_merchandise,9999,18.0
PROD_00210,furniture_decor,general_merchandise,9999,18.0
PROD_00211,security,general_merchandise,9999,18.0
PROD_00212,stationery,general_merchandise,9999,18.0
PROD_00213,grocery_beverages,general_merchandise,9999,18.0
PROD_00214,furniture_kitchen,general_merchandise,9999,18.0
PROD_00215,electronics_mobile,general_merchandise,9999,18.0
PROD_00216,signage_safety,general_merchandise,9999,18.0
PROD_00217,baby_hygiene,general_merchandise,9999,18.0
PROD_00218,fashion_innerwear,general_merchandise,9999,18.0
PROD_00219,fashion_women,general_merchandise,9999,18.0
PROD_00220,flowers,general_merchandise,9999,18.0
PROD_00221,furniture_living,general_merchandise,9999,18.0
PROD_00222,books_imported,general_merchandise,9999,18.0
PROD_00223,beauty_perfumes,general_merchandise,9999,18.0
PROD_00224,electronics_gaming,general_merchandise,9999,18.0
PROD_00225,media_video,general_merchandise,9999,18.0
PROD_00226,tools_construction,general_merchandise,9999,18.0
PROD_00227,home_improvement,general_merchandise,9999,18.0
PROD_00228,watches_gifts,general_merchandise,9999,18.0
PROD_00229,sports_leisure,general_merchandise,9999,18.0
PROD_00230,tools_construction,general_merchandise,9999,18.0
PROD_00231,signage_safety,general_merchandise,9999,18.0
PROD_00232,security,general_merchandise,9999,18.0
PROD_00233,climate_control,general_merchandise,9999,18.0
PROD_00234,agriculture,general_merchandise,9999,18.0
PROD_00235,kitchen_home,general_merchandise,9999,18.0
PROD_00236,electronics_accessories,general_merchandise,9999,18.0
PROD_00237,furniture_bedroom,general_merchandise,9999,18.0
PROD_00238,health_beauty,general_merchandise,9999,18.0
PROD_00239,fashion_men,general_merchandise,9999,18.0
PROD_00240,marketplace,general_merchandise,9999,18.0
PROD_00241,services,general_merchandise,9999,18.0
PROD_00242,home_appliances,general_merchandise,9999,18.0
PROD_00243,home_improvement,general_merchandise,9999,18.0
PROD_00244,services,general_merchandise,9999,18.0
PROD_00245,grocery_food,general_merchandise,9999,18.0
PROD_00246,electronics_audio,general_merchandise,9999,18.0
PROD_00247,baby_hygiene,general_merchandise,9999,18.0
PROD_00248,sports_leisure,general_merchandise,9999,18.0
PROD_00249,agriculture,general_merchandise,9999,18.0
PROD_00250,furniture_living,general_merchandise,9999,18.0
PROD_00251,tools_construction,general_merchandise,9999,18.0
PROD_00252,novelty_gifts,general_merchandise,9999,18.0
PROD_00253,electronics_general,general_merchandise,9999,18.0
PROD_00254,baby_hygiene,general_merchandise,9999,18.0
PROD_00255,books_imported,general_merchandise,9999,18.0
PROD_00256,climate_control,general_merchandise,9999,18.0
PROD_00257,signage_safety,general_merchandise,9999,18.0
PROD_00258,signage_safety,general_merchandise,9999,18.0
PROD_00259,furniture_bedroom,general_merchandise,9999,18.0
PROD_00260,electronics_mobile,general_merchandise,9999,18.0
PROD_00261,furniture_kitchen,general_merchandise,9999,18.0
PROD_00262,art_supplies,general_merchandise,9999,18.0
PROD_00263,toys,general_merchandise,9999,18.0
PROD_00264,home_improvement,general_merchandise,9999,18.0
PROD_00265,furniture_living,general_merchandise,9999,18.0
PROD_00266,watches_gifts,general_merchandise,9999,18.0
PROD_00267,garden,general_merchandise,9999,18.0
PROD_00268,furniture_bedroom,general_merchandise,9999,18.0
PROD_00269,electronics_mobile,general_merchandise,9999,18.0
PROD_00270,watches_gifts,general_merchandise,9999,18.0
PROD_00271,electronics_tablets,general_merchandise,9999,18.0
PROD_00272,baby_hygiene,general_merchandise,9999,18.0
PROD_00273,baby_hygiene,general_merchandise,9999,18.0
PROD_00274,health_beauty,general_merchandise,9999,18.0
PROD_00275,furniture_bedroom,general_merchandise,9999,18.0
PROD_00276,kitchen_home,general_merchandise,9999,18.0
PROD_00277,security,general_merchandise,9999,18.0
PROD_00278,books_imported,general_merchandise,9999,18.0
PROD_00279,gaming_pc,general_merchandise,9999,18.0
PROD_00280,kitchen_gourmet,general_merchandise,9999,18.0
PROD_00281,home_appliances_small,general_merchandise,9999,18.0
PROD_00282,fashion_footwear,general_merchandise,9999,18.0
PROD_00283,home_textiles,general_merchandise,9999,18.0
PROD_00284,watches_gifts,general_merchandise,9999,18.0
PROD_00285,furniture_living,general_merchandise,9999,18.0
PROD_00286,electronics_audio,general_merchandise,9999,18.0
PROD_00287,furniture_kitchen,general_merchandise,9999,18.0
PROD_00288,furniture_decor,general_merchandise,9999,18.0
PROD_00289,stationery,general_merchandise,9999,18.0
PROD_00290,furniture_living,general_merchandise,9999,18.0
PROD_00291,media_music,general_merchandise,9999,18.0
PROD_00292,marketplace,general_merchandise,9999,18.0
PROD_00293,seasonal_christmas,general_merchandise,9999,18.0
PROD_00294,beverages,general_merchandise,9999,18.0
PROD_00295,home_textiles,general_merchandise,9999,18.0
PROD_00296,media_video,general_merchandise,9999,18.0
PROD_00297,pet_supplies,general_merchandise,9999,18.0
PROD_00298,electronics_tablets,general_merchandise,9999,18.0
PROD_00299,books_imported,general_merchandise,9999,18.0
PROD_00300,toys,general_merchandise,9999,18.0
PROD_00301,fashion_footwear,general_merchandise,9999,18.0
PROD_00302,fashion_kids,general_merchandise,9999,18.0
PROD_00303,home_textiles,general_merchandise,9999,18.0
PROD_00304,grocery_food,general_merchandise,9999,18.0
PROD_00305,fashion_innerwear,general_merchandise,9999,18.0
PROD_00306,lighting,general_merchandise,9999,18.0
PROD_00307,electronics_computers,general_merchandise,9999,18.0
PROD_00308,electronics_accessories,general_merchandise,9999,18.0
PROD_00309,electronics_gaming,general_merchandise,9999,18.0
PROD_00310,furniture_kitchen,general_merchandise,9999,18.0
PROD_00311,art_supplies,general_merchandise,9999,18.0
PROD_00312,baby_hygiene,general_merchandise,9999,18.0
PROD_00313,kitchen_appliances,general_merchandise,9999,18.0
PROD_00314,watches_gifts,general_merchandise,9999,18.0
PROD_00315,security,general_merchandise,9999,18.0
PROD_00316,novelty_gifts,general_merchandise,9999,18.0
PROD_00317,lighting,general_merchandise,9999,18.0
PROD_00318,grocery_food,general_merchandise,9999,18.0
PROD_00319,party_supplies,general_merchandise,9999,18.0
PROD_00320,party_supplies,general_merchandise,9999,18.0
PROD_00321,grocery_beverages,general_merchandise,9999,18.0
PROD_00322,baby_products,general_merchandise,9999,18.0
PROD_00323,books_technical,general_merchandise,9999,18.0
PROD_00324,books_imported,general_merchandise,9999,18.0
PROD_00325,furniture_living,general_merchandise,9999,18.0
PROD_00326,security,general_merchandise,9999,18.0
PROD_00327,climate_control,general_merchandise,9999,18.0
PROD_00328,kitchen_home,general_merchandise,9999,18.0
PROD_00329,sports_leisure,general_merchandise,9999,18.0
PROD_00330,kitchen_appliances,general_merchandise,9999,18.0
PROD_00331,electronics_gaming,general_merchandise,9999,18.0
PROD_00332,books_imported,general_merchandise,9999,18.0
PROD_00333,kitchen_home,general_merchandise,9999,18.0
PROD_00334,fashion_accessories,general_merchandise,9999,18.0
PROD_00335,marketplace,general_merchandise,9999,18.0
PROD_00336,media_video,general_merchandise,9999,18.0
PROD_00337,beauty_perfumes,general_merchandise,9999,18.0
PROD_00338,art_supplies,general_merchandise,9999,18.0
PROD_00339,furniture_bedroom,general_merchandise,9999,18.0
PROD_00340,baby_hygiene,general_merchandise,9999,18.0
PROD_00341,watches_gifts,general_merchandise,9999,18.0
PROD_00342,grocery_food,general_merchandise,9999,18.0
PROD_00343,fashion_women,general_merchandise,9999,18.0
PROD_00344,toys,general_merchandise,9999,18.0
PROD_00345,home_appliances_small,general_merchandise,9999,18.0
PROD_00346,furniture_bedroom,general_merchandise,9999,18.0
PROD_00347,electronics_audio,general_merchandise,9999,18.0
PROD_00348,agriculture,general_merchandise,9999,18.0
PROD_00349,stationery,general_merchandise,9999,18.0
PROD_00350,agriculture,general_merchandise,9999,18.0
PROD_00351,toys,general_merchandise,9999,18.0
PROD_00352,pet_supplies,general_merchandise,9999,18.0
PROD_00353,fashion_kids,general_merchandise,9999,18.0
PROD_00354,electronics_audio,general_merchandise,9999,18.0
PROD_00355,fashion_men,general_merchandise,9999,18.0
PROD_00356,seasonal_christmas,general_merchandise,9999,18.0
PROD_00357,fashion_men,general_merchandise,9999,18.0
PROD_00358,furniture_living,general_merchandise,9999,18.0
PROD_00359,books_technical,general_merchandise,9999,18.0
PROD_00360,media_video,general_merchandise,9999,18.0
PROD_00361,party_supplies,general_merchandise,9999,18.0
PROD_00362,grocery_food,general_merchandise,9999,18.0
PROD_00363,signage_safety,general_merchandise,9999,18.0
PROD_00364,furniture_office,general_merchandise,9999,18.0
PROD_00365,furniture_kitchen,general_merchandise,9999,18.0
PROD_00366,media_video,general_merchandise,9999,18.0
PROD_00367,books_general,general_merchandise,9999,18.0
PROD_00368,electronics_gaming,general_merchandise,9999,18.0
PROD_00369,marketplace,general_merchandise,9999,18.0
PROD_00370,fashion_women,general_merchandise,9999,18.0
PROD_00371,electronics_tablets,general_merchandise,9999,18.0
PROD_00372,pet_supplies,general_merchandise,9999,18.0
PROD_00373,media_music,general_merchandise,9999,18.0
PROD_00374,home_appliances,general_merchandise,9999,18.0
PROD_00375,watches_gifts,general_merchandise,9999,18.0
PROD_00376,business_supplies,general_merchandise,9999,18.0
PROD_00377,furniture_decor,general_merchandise,9999,18.0
PROD_00378,media_instruments,general_merchandise,9999,18.0
PROD_00379,services,general_merchandise,9999,18.0
PROD_00380,home_textiles,general_merchandise,9999,18.0
PROD_00381,books_general,general_merchandise,9999,18.0
PROD_00382,home_textiles,general_merchandise,9999,18.0
PROD_00383,electronics_audio,general_merchandise,9999,18.0
PROD_00384,novelty_gifts,general_merchandise,9999,18.0
PROD_00385,tools_construction,general_merchandise,9999,18.0
PROD_00386,agriculture,general_merchandise,9999,18.0
PROD_00387,business_supplies,general_merchandise,9999,18.0
PROD_00388,furniture_decor,general_merchandise,9999,18.0
PROD_00389,furniture_bedroom,general_merchandise,9999,18.0
PROD_00390,agriculture,general_merchandise,9999,18.0
PROD_00391,electronics_gaming,general_merchandise,9999,18.0
PROD_00392,fashion_accessories,general_merchandise,9999,18.0
PROD_00393,home_improvement,general_merchandise,9999,18.0
PROD_00394,kitchen_home,general_merchandise,9999,18.0
PROD_00395,books_imported,general_merchandise,9999,18.0
PROD_00396,fashion_innerwear,general_merchandise,9999,18.0
PROD_00397,beauty_perfumes,general_merchandise,9999,18.0
PROD_00398,security,general_merchandise,9999,18.0
PROD_00399,furniture_bedroom,general_merchandise,9999,18.0
PROD_00400,fashion_men,general_merchandise,9999,18.0
PROD_00401,fashion_innerwear,general_merchandise,9999,18.0
PROD_00402,watches_gifts,general_merchandise,9999,18.0
PROD_00403,electronics_general,general_merchandise,9999,18.0
PROD_00404,home_appliances_small,general_merchandise,9999,18.0
PROD_00405,kitchen_appliances,general_merchandise,9999,18.0
PROD_00406,marketplace,general_merchandise,9999,18.0
PROD_00407,home_improvement,general_merchandise,9999,18.0
PROD_00408,media_instruments,general_merchandise,9999,18.0
PROD_00409,fashion_kids,general_merchandise,9999,18.0
PROD_00410,gaming_pc,general_merchandise,9999,18.0
PROD_00411,services,general_merchandise,9999,18.0
PROD_00412,luggage,general_merchandise,9999,18.0
PROD_00413,fashion_men,general_merchandise,9999,18.0
PROD_00414,media_music,general_merchandise,9999,18.0
PROD_00415,furniture_office,general_merchandise,9999,18.0
PROD_00416,electronics_gaming,general_merchandise,9999,18.0
PROD_00417,novelty_gifts,general_merchandise,9999,18.0
PROD_00418,media_music,general_merchandise,9999,18.0
PROD_00419,party_supplies,general_merchandise,9999,18.0
PROD_00420,beverages,general_merchandise,9999,18.0
PROD_00421,home_textiles,general_merchandise,9999,18.0
PROD_00422,toys,general_merchandise,9999,18.0
PROD_00423,media_video,general_merchandise,9999,18.0
PROD_00424,kitchen_home,general_merchandise,9999,18.0
PROD_00425,furniture_bedroom,general_merchandise,9999,18.0
PROD_00426,stationery,general_merchandise,9999,18.0
PROD_00427,electronics_audio,general_merchandise,9999,18.0
PROD_00428,fashion_men,general_merchandise,9999,18.0
PROD_00429,media_video,general_merchandise,9999,18.0
PROD_00430,electronics_accessories,general_merchandise,9999,18.0
PROD_00431,books_technical,general_merchandise,9999,18.0
PROD_00432,fashion_footwear,general_merchandise,9999,18.0
PROD_00433,baby_hygiene,general_merchandise,9999,18.0
PROD_00434,home_comfort,general_merchandise,9999,18.0
PROD_00435,grocery_food,general_merchandise,9999,18.0
PROD_00436,climate_control,general_merchandise,9999,18.0
PROD_00437,baby_products,general_merchandise,9999,18.0
PROD_00438,health_beauty,general_merchandise,9999,18.0
PROD_00439,fashion_kids,general_merchandise,9999,18.0
PROD_00440,seasonal_christmas,general_merchandise,9999,18.0
PROD_00441,media_video,general_merchandise,9999,18.0
PROD_00442,agriculture,general_merchandise,9999,18.0
PROD_00443,books_technical,general_merchandise,9999,18.0
PROD_00444,baby_hygiene,general_merchandise,9999,18.0
PROD_00445,grocery_beverages,general_merchandise,9999,18.0
PROD_00446,gaming_pc,general_merchandise,9999,18.0
PROD_00447,books_general,general_merchandise,9999,18.0
PROD_00448,security,general_merchandise,9999,18.0
PROD_00449,garden,general_merchandise,9999,18.0
PROD_00450,electronics_gaming,general_merchandise,9999,18.0
PROD_00451,grocery_beverages,general_merchandise,9999,18.0
PROD_00452,climate_control,general_merchandise,9999,18.0
PROD_00453,home_appliances_small,general_merchandise,9999,18.0
PROD_00454,electronics_gaming,general_merchandise,9999,18.0
PROD_00455,electronics_tablets,general_merchandise,9999,18.0
PROD_00456,security,general_merchandise,9999,18.0
PROD_00457,electronics_mobile,general_merchandise,9999,18.0
PROD_00458,grocery_beverages,general_merchandise,9999,18.0
PROD_00459,health_beauty,general_merchandise,9999,18.0
PROD_00460,books_imported,general_merchandise,9999,18.0
PROD_00461,luggage,general_merchandise,9999,18.0
PROD_00462,gaming_pc,general_merchandise,9999,18.0
PROD_00463,fashion_accessories,general_merchandise,9999,18.0
PROD_00464,flowers,general_merchandise,9999,18.0
PROD_00465,fashion_accessories,general_merchandise,9999,18.0
PROD_00466,flowers,general_merchandise,9999,18.0
PROD_00467,books_imported,general_merchandise,9999,18.0
PROD_00468,grocery_food,general_merchandise,9999,18.0
PROD_00469,business_supplies,general_merchandise,9999,18.0
PROD_00470,media_instruments,general_merchandise,9999,18.0
PROD_00471,fashion_men,general_merchandise,9999,18.0
PROD_00472,luggage,general_merchandise,9999,18.0
PROD_00473,health_beauty,general_merchandise,9999,18.0
PROD_00474,grocery_beverages,general_merchandise,9999,18.0
PROD_00475,kitchen_gourmet,general_merchandise,9999,18.0
PROD_00476,baby_hygiene,general_merchandise,9999,18.0
PROD_00477,kitchen_home,general_merchandise,9999,18.0
PROD_00478,services,general_merchandise,9999,18.0
PROD_00479,flowers,general_merchandise,9999,18.0
PROD_00480,furniture_living,general_merchandise,9999,18.0
PROD_00481,home_textiles,general_merchandise,9999,18.0
PROD_00482,baby_products,general_merchandise,9999,18.0
PROD_00483,electronics_gaming,general_merchandise,9999,18.0
PROD_00484,kitchen_home,general_merchandise,9999,18.0
PROD_00485,sports_leisure,general_merchandise,9999,18.0
PROD_00486,art_supplies,general_merchandise,9999,18.0
PROD_00487,sports_leisure,general_merchandise,9999,18.0
PROD_00488,fashion_innerwear,general_merchandise,9999,18.0
PROD_00489,electronics_general,general_merchandise,9999,18.0
PROD_00490,garden,general_merchandise,9999,18.0
PROD_00491,grocery_beverages,general_merchandise,9999,18.0
PROD_00492,garden,general_merchandise,9999,18.0
PROD_00493,beverages,general_merchandise,9999,18.0
PROD_00494,services,general_merchandise,9999,18.0
PROD_00495,beverages,general_merchandise,9999,18.0
PROD_00496,luggage,general_merchandise,9999,18.0
PROD_00497,kitchen_gourmet,general_merchandise,9999,18.0
PROD_00498,grocery_beverages,general_merchandise,9999,18.0
PROD_00499,furniture_bedroom,general_merchandise,9999,18.0
