order_id,product_id,price,freight_value,price_inr,indian_category,hsn_code,gst_rate,cost_price,gst_amount,is_holiday,holiday_effect,is_monsoon,weather_effect,is_weekend
ORD_00000017,PROD_00270,3188.62,159.43,2710.3269999999998,general_merchandise,9999,18.0,2509.74,413.44,False,0.0,True,-0.15,False
ORD_00000017,PROD_00250,7242.79,362.14,6156.3715,general_merchandise,9999,18.0,5966.52,939.11,False,0.0,True,-0.15,False
ORD_00000017,PROD_00290,18766.12,938.31,15951.202,general_merchandise,9999,18.0,14807.77,2433.23,False,0.0,True,-0.15,False
ORD_00000018,PROD_00026,38544.5,1927.22,32762.825,general_merchandise,9999,18.0,31886.28,4997.72,False,0.0,True,-0.15,False
ORD_00000018,PROD_00347,18902.02,945.1,16066.717,general_merchandise,9999,18.0,14138.95,2450.86,False,0.0,True,-0.15,False
ORD_00000019,PROD_00249,2333.14,116.66,2333.14,general_merchandise,9999,18.0,1756.45,355.9,False,0.0,False,0.0,False
ORD_00000019,PROD_00212,4432.36,221.62,4432.36,general_merchandise,9999,18.0,3625.5,676.12,False,0.0,False,0.0,False
ORD_00000020,PROD_00418,1003.91,50.2,1003.91,general_merchandise,9999,18.0,763.38,153.14,False,0.0,False,0.0,False
ORD_00000021,PROD_00434,1206.49,60.32,1206.49,general_merchandise,9999,18.0,953.4,184.04,False,0.0,False,0.0,False
ORD_00000021,PROD_00442,1712.49,85.62,1712.49,general_merchandise,9999,18.0,1374.39,261.23,False,0.0,False,0.0,False
ORD_00000022,PROD_00480,9332.19,466.61,9332.19,general_merchandise,9999,18.0,7366.2,1423.55,False,0.0,False,0.0,False
ORD_00000022,PROD_00320,465.36,23.27,465.36,general_merchandise,9999,18.0,357.95,70.99,False,0.0,False,0.0,False
ORD_00000023,PROD_00205,3474.16,173.71,3474.16,general_merchandise,9999,18.0,2722.89,529.96,False,0.0,False,0.0,False
ORD_00000024,PROD_00023,4470.08,223.5,4470.08,general_merchandise,9999,18.0,3344.3,681.88,False,0.0,False,0.0,True
ORD_00000024,PROD_00072,2393.68,119.68,2393.68,general_merchandise,9999,18.0,1841.74,365.14,False,0.0,False,0.0,True
ORD_00000025,PROD_00302,4663.62,233.18,3964.0769999999998,general_merchandise,9999,18.0,3639.4,604.69,False,0.0,True,-0.15,False
ORD_00000026,PROD_00068,1025.45,51.27,1025.45,general_merchandise,9999,18.0,775.56,156.42,False,0.0,False,0.0,True
ORD_00000027,PROD_00004,110.03,5.5,110.03,general_merchandise,9999,18.0,81.61,16.78,False,0.0,False,0.0,False
ORD_00000028,PROD_00207,1485.82,74.29,1262.947,general_merchandise,9999,18.0,1218.99,192.65,False,0.0,True,-0.15,False
ORD_00000029,PROD_00228,4397.56,219.88,4397.56,general_merchandise,9999,18.0,3322.2,670.81,False,0.0,False,0.0,False
ORD_00000030,PROD_00243,3501.67,175.08,2976.4195,general_merchandise,9999,18.0,2620.35,454.03,False,0.0,True,-0.15,False
ORD_00000031,PROD_00257,4071.1,203.56,3460.435,general_merchandise,9999,18.0,3091.65,527.86,False,0.0,True,-0.15,False
ORD_00000031,PROD_00158,3018.53,150.93,2565.7505,general_merchandise,9999,18.0,2455.68,391.39,False,0.0,True,-0.15,False
ORD_00000031,PROD_00274,2181.68,109.08,1854.4279999999999,general_merchandise,9999,18.0,1670.76,282.88,False,0.0,True,-0.15,False
ORD_00000032,PROD_00388,25028.81,1251.44,25028.81,general_merchandise,9999,18.0,18844.09,3817.95,False,0.0,False,0.0,False
ORD_00000032,PROD_00183,4530.39,226.52,4530.39,general_merchandise,9999,18.0,3506.47,691.08,False,0.0,False,0.0,False
ORD_00000033,PROD_00161,3139.7,156.99,2668.745,general_merchandise,9999,18.0,2394.21,407.1,False,0.0,True,-0.15,True
ORD_00000033,PROD_00419,4697.56,234.88,3992.9260000000004,general_merchandise,9999,18.0,3706.77,609.09,False,0.0,True,-0.15,True
ORD_00000033,PROD_00298,21079.66,1053.98,17917.711,general_merchandise,9999,18.0,16636.74,2733.21,False,0.0,True,-0.15,True
ORD_00000033,PROD_00074,408.92,20.45,347.582,general_merchandise,9999,18.0,329.74,53.02,False,0.0,True,-0.15,True
ORD_00000034,PROD_00247,1315.05,65.75,1117.7925,general_merchandise,9999,18.0,1015.11,170.51,False,0.0,True,-0.15,False
ORD_00000035,PROD_00287,22332.12,1116.61,22332.12,general_merchandise,9999,18.0,17597.34,3406.59,False,0.0,False,0.0,False
ORD_00000035,PROD_00345,420.89,21.04,420.89,general_merchandise,9999,18.0,321.97,64.2,False,0.0,False,0.0,False
ORD_00000036,PROD_00009,4638.33,231.92,4638.33,general_merchandise,9999,18.0,3437.46,707.54,False,0.0,False,0.0,True
ORD_00000037,PROD_00365,17934.11,896.71,17934.11,general_merchandise,9999,18.0,14385.57,2735.71,False,0.0,False,0.0,False
ORD_00000038,PROD_00154,2100.57,105.03,2100.57,general_merchandise,9999,18.0,1725.77,320.43,False,0.0,False,0.0,False
ORD_00000038,PROD_00316,3409.04,170.45,3409.04,general_merchandise,9999,18.0,2559.01,520.02,False,0.0,False,0.0,False
ORD_00000039,PROD_00126,122.07,6.1,122.07,general_merchandise,9999,18.0,92.77,18.62,False,0.0,False,0.0,False
ORD_00000040,PROD_00445,463.79,23.19,433.64365000000004,general_merchandise,9999,18.0,351.53,66.15,True,0.1,True,-0.15,False
ORD_00000040,PROD_00102,2321.43,116.07,2170.53705,general_merchandise,9999,18.0,1758.87,331.1,True,0.1,True,-0.15,False
ORD_00000041,PROD_00127,3910.27,195.51,3323.7295,general_merchandise,9999,18.0,2998.72,507.01,False,0.0,True,-0.15,False
ORD_00000041,PROD_00090,9170.89,458.54,7795.2564999999995,general_merchandise,9999,18.0,7287.12,1189.11,False,0.0,True,-0.15,False
ORD_00000041,PROD_00215,16659.15,832.96,14160.2775,general_merchandise,9999,18.0,13356.03,2160.04,False,0.0,True,-0.15,False
ORD_00000041,PROD_00241,876.85,43.84,745.3225,general_merchandise,9999,18.0,673.26,113.69,False,0.0,True,-0.15,False
ORD_00000042,PROD_00452,3091.62,154.58,4019.106,general_merchandise,9999,18.0,2358.91,613.08,True,0.3,False,0.0,True
ORD_00000043,PROD_00048,496.55,24.83,422.0675,general_merchandise,9999,18.0,410.91,64.38,False,0.0,True,-0.15,False
ORD_00000044,PROD_00050,4864.59,243.23,4864.59,general_merchandise,9999,18.0,3661.37,742.06,False,0.0,False,0.0,True
ORD_00000045,PROD_00213,230.64,11.53,196.04399999999998,general_merchandise,9999,18.0,176.37,29.91,False,0.0,True,-0.15,False
ORD_00000046,PROD_00323,98.87,4.94,84.0395,general_merchandise,9999,18.0,75.23,12.82,False,0.0,True,-0.15,False
ORD_00000046,PROD_00490,3755.88,187.79,3192.498,general_merchandise,9999,18.0,3078.14,486.99,False,0.0,True,-0.15,False
ORD_00000046,PROD_00282,1095.97,54.8,931.5745,general_merchandise,9999,18.0,894.42,142.1,False,0.0,True,-0.15,False
ORD_00000047,PROD_00013,40839.13,2041.96,40839.13,general_merchandise,9999,18.0,32464.73,6229.7,False,0.0,False,0.0,False
ORD_00000048,PROD_00092,4137.89,206.89,4137.89,general_merchandise,9999,18.0,3326.68,631.2,False,0.0,False,0.0,False
ORD_00000049,PROD_00131,2969.71,148.49,3712.1375,general_merchandise,9999,18.0,2446.66,566.26,True,0.25,False,0.0,False
ORD_00000050,PROD_00232,708.37,35.42,602.1145,general_merchandise,9999,18.0,572.45,91.85,False,0.0,True,-0.15,True
ORD_00000050,PROD_00218,2975.19,148.76,2528.9115,general_merchandise,9999,18.0,2347.3,385.77,False,0.0,True,-0.15,True
ORD_00000050,PROD_00204,2133.07,106.65,1813.1095,general_merchandise,9999,18.0,1662.56,276.58,False,0.0,True,-0.15,True
ORD_00000050,PROD_00450,8804.56,440.23,7483.875999999999,general_merchandise,9999,18.0,7231.66,1141.61,False,0.0,True,-0.15,True
ORD_00000050,PROD_00340,3533.79,176.69,3003.7215,general_merchandise,9999,18.0,2696.8,458.19,False,0.0,True,-0.15,True
ORD_00000051,PROD_00026,39043.68,1952.18,39043.68,general_merchandise,9999,18.0,30052.83,5955.82,False,0.0,False,0.0,False
ORD_00000052,PROD_00298,36105.11,1805.26,36105.11,general_merchandise,9999,18.0,29855.64,5507.56,False,0.0,False,0.0,True
ORD_00000053,PROD_00102,2282.53,114.13,2282.53,general_merchandise,9999,18.0,1709.87,348.18,False,0.0,False,0.0,True
ORD_00000053,PROD_00251,4270.85,213.54,4270.85,general_merchandise,9999,18.0,3244.04,651.49,False,0.0,False,0.0,True
ORD_00000053,PROD_00363,4711.94,235.6,4711.94,general_merchandise,9999,18.0,3667.88,718.77,False,0.0,False,0.0,True
ORD_00000053,PROD_00137,325.36,16.27,325.36,general_merchandise,9999,18.0,244.62,49.63,False,0.0,False,0.0,True
ORD_00000054,PROD_00193,3077.32,153.87,3077.32,general_merchandise,9999,18.0,2300.19,469.42,False,0.0,False,0.0,False
ORD_00000054,PROD_00348,4400.19,220.01,4400.19,general_merchandise,9999,18.0,3553.24,671.22,False,0.0,False,0.0,False
ORD_00000055,PROD_00404,2156.53,107.83,2156.53,general_merchandise,9999,18.0,1654.16,328.96,False,0.0,False,0.0,False
ORD_00000056,PROD_00228,2653.93,132.7,2255.8405,general_merchandise,9999,18.0,2207.3,344.11,False,0.0,True,-0.15,True
ORD_00000056,PROD_00122,3156.47,157.82,2682.9995,general_merchandise,9999,18.0,2460.53,409.27,False,0.0,True,-0.15,True
ORD_00000056,PROD_00087,2513.95,125.7,2136.8574999999996,general_merchandise,9999,18.0,1999.1,325.96,False,0.0,True,-0.15,True
ORD_00000057,PROD_00055,3446.85,172.34,3446.85,general_merchandise,9999,18.0,2791.93,525.79,False,0.0,False,0.0,True
ORD_00000057,PROD_00420,2557.01,127.85,2557.01,general_merchandise,9999,18.0,1930.47,390.05,False,0.0,False,0.0,True
ORD_00000058,PROD_00354,36736.55,1836.83,31226.0675,general_merchandise,9999,18.0,27576.77,4763.3,False,0.0,True,-0.15,False
ORD_00000059,PROD_00309,35870.77,1793.54,35870.77,general_merchandise,9999,18.0,26783.41,5471.81,False,0.0,False,0.0,True
ORD_00000060,PROD_00185,34929.91,1746.5,34929.91,general_merchandise,9999,18.0,28322.43,5328.29,False,0.0,False,0.0,False
ORD_00000060,PROD_00401,2205.09,110.25,2205.09,general_merchandise,9999,18.0,1650.78,336.37,False,0.0,False,0.0,False
ORD_00000061,PROD_00049,1637.12,81.86,1637.12,general_merchandise,9999,18.0,1216.25,249.73,False,0.0,False,0.0,False
ORD_00000062,PROD_00392,2697.94,134.9,2697.94,general_merchandise,9999,18.0,2237.2,411.55,False,0.0,False,0.0,True
ORD_00000062,PROD_00385,4746.45,237.32,4746.45,general_merchandise,9999,18.0,3680.05,724.03,False,0.0,False,0.0,True
ORD_00000062,PROD_00402,4717.54,235.88,4717.54,general_merchandise,9999,18.0,3891.25,719.62,False,0.0,False,0.0,True
ORD_00000063,PROD_00290,10121.02,506.05,10121.02,general_merchandise,9999,18.0,8153.79,1543.88,False,0.0,False,0.0,False
ORD_00000063,PROD_00114,387.64,19.38,387.64,general_merchandise,9999,18.0,314.91,59.13,False,0.0,False,0.0,False
ORD_00000063,PROD_00059,3362.93,168.15,3362.93,general_merchandise,9999,18.0,2667.47,512.99,False,0.0,False,0.0,False
ORD_00000063,PROD_00041,400.29,20.01,400.29,general_merchandise,9999,18.0,314.67,61.06,False,0.0,False,0.0,False
ORD_00000064,PROD_00266,3068.91,153.45,3068.91,general_merchandise,9999,18.0,2444.41,468.14,False,0.0,False,0.0,False
ORD_00000065,PROD_00376,3699.8,184.99,3699.8,general_merchandise,9999,18.0,2960.51,564.38,False,0.0,False,0.0,False
ORD_00000066,PROD_00190,2826.41,141.32,3533.0125,general_merchandise,9999,18.0,2253.4,538.93,True,0.25,False,0.0,False
ORD_00000066,PROD_00365,5600.67,280.03,7000.8375,general_merchandise,9999,18.0,4296.92,1067.92,True,0.25,False,0.0,False
ORD_00000067,PROD_00482,3983.2,199.16,3983.2,general_merchandise,9999,18.0,2990.12,607.61,False,0.0,False,0.0,True
ORD_00000068,PROD_00463,581.41,29.07,581.41,general_merchandise,9999,18.0,455.75,88.69,False,0.0,False,0.0,True
ORD_00000068,PROD_00273,1655.84,82.79,1655.84,general_merchandise,9999,18.0,1290.62,252.59,False,0.0,False,0.0,True
ORD_00000069,PROD_00403,5712.13,285.61,4855.3105,general_merchandise,9999,18.0,4604.48,740.64,False,0.0,True,-0.15,True
ORD_00000070,PROD_00300,701.8,35.09,701.8,general_merchandise,9999,18.0,520.87,107.05,False,0.0,False,0.0,False
ORD_00000071,PROD_00353,1493.36,74.67,1493.36,general_merchandise,9999,18.0,1163.72,227.8,False,0.0,False,0.0,True
ORD_00000071,PROD_00456,2794.02,139.7,2794.02,general_merchandise,9999,18.0,2274.46,426.21,False,0.0,False,0.0,True
ORD_00000071,PROD_00106,3149.07,157.45,3149.07,general_merchandise,9999,18.0,2523.5,480.37,False,0.0,False,0.0,True
ORD_00000071,PROD_00268,12779.85,638.99,12779.85,general_merchandise,9999,18.0,9529.75,1949.47,False,0.0,False,0.0,True
ORD_00000071,PROD_00005,2756.13,137.81,2756.13,general_merchandise,9999,18.0,2066.17,420.43,False,0.0,False,0.0,True
ORD_00000072,PROD_00439,2719.31,135.97,2311.4135,general_merchandise,9999,18.0,2248.15,352.59,False,0.0,True,-0.15,False
ORD_00000073,PROD_00221,2719.08,135.95,2719.08,general_merchandise,9999,18.0,2195.31,414.77,False,0.0,False,0.0,False
ORD_00000073,PROD_00152,114.01,5.7,114.01,general_merchandise,9999,18.0,90.06,17.39,False,0.0,False,0.0,False
ORD_00000074,PROD_00363,4050.65,202.53,4050.65,general_merchandise,9999,18.0,3078.78,617.9,False,0.0,False,0.0,False
ORD_00000075,PROD_00462,4020.85,201.04,4020.85,general_merchandise,9999,18.0,3288.31,613.35,False,0.0,False,0.0,False
ORD_00000076,PROD_00224,39599.65,1979.98,39599.65,general_merchandise,9999,18.0,31980.44,6040.62,False,0.0,False,0.0,True
ORD_00000077,PROD_00113,1814.46,90.72,1814.46,general_merchandise,9999,18.0,1345.04,276.78,False,0.0,False,0.0,False
ORD_00000078,PROD_00029,4815.85,240.79,4093.4725000000003,general_merchandise,9999,18.0,3877.6,624.43,False,0.0,True,-0.15,False
ORD_00000079,PROD_00062,25479.0,1273.95,25479.0,general_merchandise,9999,18.0,20890.49,3886.63,False,0.0,False,0.0,False
ORD_00000079,PROD_00325,21393.29,1069.66,21393.29,general_merchandise,9999,18.0,15865.31,3263.38,False,0.0,False,0.0,False
ORD_00000079,PROD_00380,3533.19,176.66,3533.19,general_merchandise,9999,18.0,2632.24,538.96,False,0.0,False,0.0,False
ORD_00000080,PROD_00360,3192.88,159.64,2985.3428000000004,general_merchandise,9999,18.0,2633.87,455.39,True,0.1,True,-0.15,True
ORD_00000081,PROD_00265,23298.31,1164.92,23298.31,general_merchandise,9999,18.0,18936.8,3553.98,False,0.0,False,0.0,False
ORD_00000082,PROD_00253,49503.93,2475.2,49503.93,general_merchandise,9999,18.0,36827.02,7551.45,False,0.0,False,0.0,False
ORD_00000083,PROD_00215,32427.96,1621.4,32427.96,general_merchandise,9999,18.0,25469.59,4946.64,False,0.0,False,0.0,False
ORD_00000083,PROD_00232,458.39,22.92,458.39,general_merchandise,9999,18.0,344.1,69.92,False,0.0,False,0.0,False
ORD_00000084,PROD_00066,2928.19,146.41,2928.19,general_merchandise,9999,18.0,2336.53,446.67,False,0.0,False,0.0,False
ORD_00000084,PROD_00177,3740.21,187.01,3740.21,general_merchandise,9999,18.0,3060.67,570.54,False,0.0,False,0.0,False
ORD_00000084,PROD_00058,10950.16,547.51,10950.16,general_merchandise,9999,18.0,8323.88,1670.36,False,0.0,False,0.0,False
ORD_00000085,PROD_00001,51.44,2.57,51.44,general_merchandise,9999,18.0,40.23,7.85,False,0.0,False,0.0,False
ORD_00000085,PROD_00046,27333.43,1366.67,27333.43,general_merchandise,9999,18.0,20953.12,4169.51,False,0.0,False,0.0,False
ORD_00000085,PROD_00171,4783.94,239.2,4783.94,general_merchandise,9999,18.0,3757.29,729.75,False,0.0,False,0.0,False
ORD_00000085,PROD_00324,343.83,17.19,343.83,general_merchandise,9999,18.0,279.44,52.45,False,0.0,False,0.0,False
ORD_00000086,PROD_00391,34982.6,1749.13,32708.731,general_merchandise,9999,18.0,28933.48,4989.47,True,0.1,True,-0.15,False
ORD_00000087,PROD_00043,20060.82,1003.04,20060.82,general_merchandise,9999,18.0,15174.58,3060.13,False,0.0,False,0.0,False
ORD_00000087,PROD_00320,3130.07,156.5,3130.07,general_merchandise,9999,18.0,2446.99,477.47,False,0.0,False,0.0,False
ORD_00000087,PROD_00058,15739.25,786.96,15739.25,general_merchandise,9999,18.0,11684.48,2400.9,False,0.0,False,0.0,False
ORD_00000088,PROD_00326,3968.68,198.43,3968.68,general_merchandise,9999,18.0,3257.54,605.39,False,0.0,False,0.0,False
ORD_00000089,PROD_00413,3898.52,194.93,3898.52,general_merchandise,9999,18.0,3008.92,594.69,False,0.0,False,0.0,False
ORD_00000090,PROD_00036,416.33,20.82,353.8805,general_merchandise,9999,18.0,314.61,53.98,False,0.0,True,-0.15,False
ORD_00000091,PROD_00313,4672.5,233.63,3971.625,general_merchandise,9999,18.0,3622.05,605.84,False,0.0,True,-0.15,True
ORD_00000092,PROD_00467,486.16,24.31,486.16,general_merchandise,9999,18.0,373.92,74.16,False,0.0,False,0.0,False
ORD_00000093,PROD_00045,17444.55,872.23,14827.867499999998,general_merchandise,9999,18.0,13372.99,2261.88,False,0.0,True,-0.15,True
ORD_00000094,PROD_00497,2056.35,102.82,2056.35,general_merchandise,9999,18.0,1583.53,313.68,False,0.0,False,0.0,True
ORD_00000094,PROD_00324,128.33,6.42,128.33,general_merchandise,9999,18.0,104.59,19.58,False,0.0,False,0.0,True
ORD_00000094,PROD_00263,4558.56,227.93,4558.56,general_merchandise,9999,18.0,3515.67,695.37,False,0.0,False,0.0,True
ORD_00000095,PROD_00456,1111.88,55.59,945.0980000000001,general_merchandise,9999,18.0,839.41,144.17,False,0.0,True,-0.15,True
ORD_00000096,PROD_00158,1271.35,63.57,1271.35,general_merchandise,9999,18.0,1052.41,193.93,False,0.0,False,0.0,False
ORD_00000097,PROD_00343,2762.23,138.11,2762.23,general_merchandise,9999,18.0,2194.09,421.36,False,0.0,False,0.0,False
ORD_00000098,PROD_00344,3154.36,157.72,2681.206,general_merchandise,9999,18.0,2399.01,409.0,False,0.0,True,-0.15,False
ORD_00000098,PROD_00102,1085.94,54.3,923.049,general_merchandise,9999,18.0,810.94,140.8,False,0.0,True,-0.15,False
ORD_00000098,PROD_00230,647.64,32.38,550.494,general_merchandise,9999,18.0,531.49,83.97,False,0.0,True,-0.15,False
ORD_00000099,PROD_00110,4516.04,225.8,4516.04,general_merchandise,9999,18.0,3733.64,688.89,False,0.0,False,0.0,False
ORD_00000099,PROD_00279,2302.21,115.11,2302.21,general_merchandise,9999,18.0,1768.81,351.18,False,0.0,False,0.0,False
ORD_00000099,PROD_00467,260.92,13.05,260.92,general_merchandise,9999,18.0,212.15,39.8,False,0.0,False,0.0,False
ORD_00000100,PROD_00170,4319.12,215.96,4319.12,general_merchandise,9999,18.0,3438.7,658.85,False,0.0,False,0.0,False
ORD_00000101,PROD_00054,6731.14,336.56,6731.14,general_merchandise,9999,18.0,5090.66,1026.78,False,0.0,False,0.0,True
ORD_00000102,PROD_00252,1720.17,86.01,2150.2125,general_merchandise,9999,18.0,1383.62,328.0,True,0.25,False,0.0,True
ORD_00000103,PROD_00069,3599.74,179.99,3599.74,general_merchandise,9999,18.0,2757.58,549.11,False,0.0,False,0.0,True
ORD_00000103,PROD_00127,1401.5,70.07,1401.5,general_merchandise,9999,18.0,1110.63,213.79,False,0.0,False,0.0,True
ORD_00000103,PROD_00215,21568.08,1078.4,21568.08,general_merchandise,9999,18.0,17065.17,3290.05,False,0.0,False,0.0,True
ORD_00000103,PROD_00467,135.45,6.77,135.45,general_merchandise,9999,18.0,105.56,20.66,False,0.0,False,0.0,True
ORD_00000104,PROD_00373,613.74,30.69,613.74,general_merchandise,9999,18.0,483.5,93.62,False,0.0,False,0.0,False
ORD_00000105,PROD_00201,1543.17,77.16,1311.6945,general_merchandise,9999,18.0,1184.28,200.09,False,0.0,True,-0.15,False
ORD_00000106,PROD_00263,918.25,45.91,918.25,general_merchandise,9999,18.0,715.2,140.07,False,0.0,False,0.0,True
ORD_00000106,PROD_00448,3700.58,185.03,3700.58,general_merchandise,9999,18.0,2792.11,564.5,False,0.0,False,0.0,True
ORD_00000107,PROD_00168,2399.29,119.96,2039.3964999999998,general_merchandise,9999,18.0,1797.73,311.09,False,0.0,True,-0.15,False
ORD_00000108,PROD_00050,4786.42,239.32,4786.42,general_merchandise,9999,18.0,3981.96,730.13,False,0.0,False,0.0,True
ORD_00000108,PROD_00220,1412.9,70.65,1412.9,general_merchandise,9999,18.0,1155.21,215.53,False,0.0,False,0.0,True
ORD_00000109,PROD_00078,21476.45,1073.82,21476.45,general_merchandise,9999,18.0,16348.07,3276.07,False,0.0,False,0.0,False
ORD_00000109,PROD_00420,2112.83,105.64,2112.83,general_merchandise,9999,18.0,1580.06,322.3,False,0.0,False,0.0,False
ORD_00000110,PROD_00424,747.91,37.4,747.91,general_merchandise,9999,18.0,563.53,114.09,False,0.0,False,0.0,False
ORD_00000111,PROD_00171,1373.59,68.68,1167.5514999999998,general_merchandise,9999,18.0,1132.79,178.1,False,0.0,True,-0.15,True
ORD_00000111,PROD_00284,3255.94,162.8,2767.549,general_merchandise,9999,18.0,2680.14,422.17,False,0.0,True,-0.15,True
ORD_00000111,PROD_00162,3048.05,152.4,2590.8425,general_merchandise,9999,18.0,2361.81,395.21,False,0.0,True,-0.15,True
ORD_00000112,PROD_00263,3891.0,194.55,3307.35,general_merchandise,9999,18.0,3002.12,504.51,False,0.0,True,-0.15,True
ORD_00000112,PROD_00122,4567.38,228.37,3882.273,general_merchandise,9999,18.0,3777.89,592.21,False,0.0,True,-0.15,True
ORD_00000112,PROD_00467,171.9,8.6,146.115,general_merchandise,9999,18.0,128.41,22.29,False,0.0,True,-0.15,True
ORD_00000112,PROD_00320,4308.04,215.4,3661.834,general_merchandise,9999,18.0,3208.7,558.58,False,0.0,True,-0.15,True
ORD_00000113,PROD_00003,1288.5,64.43,1095.225,general_merchandise,9999,18.0,1047.34,167.07,False,0.0,True,-0.15,True
