customer_id,customer_city,customer_state
CUST_00324,Hyderabad,MH
CUST_00325,Hyderabad,TN
CUST_00326,Bangalore,WB
CUST_00327,Pune,GJ
CUST_00328,Ahmedabad,WB
CUST_00329,Ahmedabad,WB
CUST_00330,Mumbai,DL
CUST_00331,Mumbai,MH
CUST_00332,Chennai,RJ
CUST_00333,Bangalore,RJ
CUST_00334,Hyderabad,GJ
CUST_00335,Ahmedabad,TN
CUST_00336,Kolkata,DL
CUST_00337,Bangalore,KA
CUST_00338,Chennai,TN
CUST_00339,Chennai,TG
CUST_00340,Bangalore,TN
CUST_00341,Chennai,TN
CUST_00342,Bangalore,WB
CUST_00343,Delhi,TN
CUST_00344,Bangalore,RJ
CUST_00345,Pune,TG
CUST_00346,Bangalore,TG
CUST_00347,Chennai,MH
CUST_00348,Ahmedabad,TN
CUST_00349,Pune,WB
CUST_00350,Chennai,TN
CUST_00351,Mumbai,KA
CUST_00352,Mumbai,KA
CUST_00353,Ahmedabad,WB
CUST_00354,Ahmedabad,MH
CUST_00355,Pune,MH
CUST_00356,Delhi,TG
CUST_00357,Ahmedabad,TG
CUST_00358,Mumbai,DL
CUST_00359,Bangalore,WB
CUST_00360,Chennai,TN
CUST_00361,Mumbai,GJ
CUST_00362,Mumbai,WB
CUST_00363,Delhi,DL
CUST_00364,Pune,TG
CUST_00365,Pune,WB
CUST_00366,Hyderabad,WB
CUST_00367,Delhi,TG
CUST_00368,Bangalore,RJ
CUST_00369,Pune,DL
CUST_00370,Chennai,TG
CUST_00371,Ahmedabad,MH
CUST_00372,Delhi,TN
CUST_00373,Ahmedabad,TG
CUST_00374,Mumbai,DL
CUST_00375,Chennai,KA
CUST_00376,Chennai,MH
CUST_00377,Mumbai,KA
CUST_00378,Delhi,GJ
CUST_00379,Mumbai,TG
CUST_00380,Ahmedabad,MH
CUST_00381,Hyderabad,TN
CUST_00382,Chennai,TG
CUST_00383,Kolkata,TN
CUST_00384,Kolkata,RJ
CUST_00385,Ahmedabad,WB
CUST_00386,Bangalore,KA
CUST_00387,Pune,MH
CUST_00388,Mumbai,TN
CUST_00389,Mumbai,DL
CUST_00390,Bangalore,TN
CUST_00391,Bangalore,DL
CUST_00392,Ahmedabad,TG
CUST_00393,Ahmedabad,MH
CUST_00394,Bangalore,TN
CUST_00395,Chennai,GJ
CUST_00396,Ahmedabad,TN
CUST_00397,Hyderabad,RJ
CUST_00398,Ahmedabad,GJ
CUST_00399,Mumbai,MH
CUST_00400,Ahmedabad,RJ
CUST_00401,Chennai,TN
CUST_00402,Bangalore,DL
CUST_00403,Mumbai,TN
CUST_00404,Ahmedabad,KA
CUST_00405,Chennai,TG
CUST_00406,Hyderabad,WB
CUST_00407,Ahmedabad,DL
CUST_00408,Chennai,KA
CUST_00409,Hyderabad,GJ
CUST_00410,Bangalore,TG
CUST_00411,Ahmedabad,MH
CUST_00412,Hyderabad,DL
CUST_00413,Mumbai,WB
CUST_00414,Bangalore,TG
CUST_00415,Mumbai,GJ
CUST_00416,Kolkata,RJ
CUST_00417,Delhi,RJ
CUST_00418,Ahmedabad,WB
CUST_00419,Hyderabad,MH
CUST_00420,Delhi,MH
CUST_00421,Delhi,GJ
CUST_00422,Hyderabad,DL
CUST_00423,Bangalore,GJ
CUST_00424,Ahmedabad,TN
CUST_00425,Kolkata,MH
CUST_00426,Mumbai,TG
CUST_00427,Chennai,TN
CUST_00428,Mumbai,RJ
CUST_00429,Chennai,RJ
CUST_00430,Mumbai,KA
CUST_00431,Hyderabad,WB
CUST_00432,Kolkata,TN
CUST_00433,Ahmedabad,WB
CUST_00434,Chennai,GJ
CUST_00435,Ahmedabad,TN
CUST_00436,Ahmedabad,GJ
CUST_00437,Ahmedabad,KA
CUST_00438,Pune,MH
CUST_00439,Bangalore,RJ
CUST_00440,Mumbai,KA
CUST_00441,Ahmedabad,RJ
CUST_00442,Mumbai,MH
CUST_00443,Ahmedabad,GJ
CUST_00444,Chennai,MH
CUST_00445,Bangalore,RJ
CUST_00446,Bangalore,RJ
CUST_00447,Hyderabad,WB
CUST_00448,Pune,TG
CUST_00449,Hyderabad,KA
CUST_00450,Hyderabad,TN
CUST_00451,Hyderabad,RJ
CUST_00452,Hyderabad,KA
CUST_00453,Hyderabad,WB
CUST_00454,Kolkata,MH
CUST_00455,Bangalore,WB
CUST_00456,Hyderabad,DL
CUST_00457,Ahmedabad,DL
CUST_00458,Bangalore,TN
CUST_00459,Bangalore,WB
CUST_00460,Delhi,GJ
CUST_00461,Kolkata,TN
CUST_00462,Hyderabad,GJ
CUST_00463,Mumbai,TN
CUST_00464,Chennai,DL
CUST_00465,Pune,TN
CUST_00466,Ahmedabad,DL
CUST_00467,Mumbai,RJ
CUST_00468,Kolkata,MH
CUST_00469,Chennai,GJ
CUST_00470,Kolkata,WB
CUST_00471,Ahmedabad,RJ
CUST_00472,Bangalore,RJ
CUST_00473,Chennai,TN
CUST_00474,Bangalore,DL
CUST_00475,Ahmedabad,KA
CUST_00476,Mumbai,GJ
CUST_00477,Ahmedabad,RJ
CUST_00478,Mumbai,TN
CUST_00479,Chennai,TG
CUST_00480,Chennai,MH
CUST_00481,Hyderabad,MH
CUST_00482,Kolkata,KA
CUST_00483,Hyderabad,DL
CUST_00484,Kolkata,TN
CUST_00485,Hyderabad,GJ
CUST_00486,Bangalore,DL
CUST_00487,Chennai,MH
CUST_00488,Mumbai,DL
CUST_00489,Kolkata,MH
CUST_00490,Ahmedabad,DL
CUST_00491,Kolkata,KA
CUST_00492,Mumbai,WB
CUST_00493,Hyderabad,KA
CUST_00494,Kolkata,KA
CUST_00495,Pune,WB
CUST_00496,Bangalore,WB
CUST_00497,Chennai,RJ
CUST_00498,Mumbai,RJ
CUST_00499,Chennai,TN
CUST_00500,Pune,GJ
CUST_00501,Kolkata,GJ
CUST_00502,Kolkata,TN
CUST_00503,Ahmedabad,KA
CUST_00504,Pune,KA
CUST_00505,Mumbai,MH
CUST_00506,Ahmedabad,MH
CUST_00507,Bangalore,GJ
CUST_00508,Ahmedabad,TN
CUST_00509,Delhi,TG
CUST_00510,Mumbai,RJ
CUST_00511,Delhi,TG
CUST_00512,Pune,TN
CUST_00513,Hyderabad,MH
CUST_00514,Delhi,GJ
CUST_00515,Bangalore,GJ
CUST_00516,Ahmedabad,MH
CUST_00517,Hyderabad,TG
CUST_00518,Ahmedabad,DL
CUST_00519,Delhi,DL
CUST_00520,Ahmedabad,MH
CUST_00521,Pune,DL
CUST_00522,Hyderabad,WB
CUST_00523,Pune,TN
CUST_00524,Delhi,TN
CUST_00525,Pune,MH
CUST_00526,Bangalore,KA
CUST_00527,Delhi,RJ
CUST_00528,Delhi,TG
CUST_00529,Delhi,MH
CUST_00530,Mumbai,DL
CUST_00531,Ahmedabad,TG
CUST_00532,Mumbai,KA
CUST_00533,Mumbai,DL
CUST_00534,Bangalore,GJ
CUST_00535,Hyderabad,RJ
CUST_00536,Ahmedabad,WB
CUST_00537,Pune,DL
CUST_00538,Kolkata,WB
CUST_00539,Delhi,TG
CUST_00540,Pune,WB
CUST_00541,Delhi,TG
CUST_00542,Bangalore,TG
CUST_00543,Delhi,TG
CUST_00544,Mumbai,TG
CUST_00545,Ahmedabad,TG
CUST_00546,Kolkata,DL
CUST_00547,Chennai,TG
CUST_00548,Delhi,DL
CUST_00549,Pune,TG
CUST_00550,Mumbai,WB
CUST_00551,Chennai,GJ
CUST_00552,Kolkata,TG
CUST_00553,Chennai,KA
CUST_00554,Mumbai,TG
CUST_00555,Ahmedabad,TG
CUST_00556,Ahmedabad,WB
CUST_00557,Hyderabad,RJ
CUST_00558,Ahmedabad,TN
CUST_00559,Hyderabad,WB
CUST_00560,Chennai,KA
CUST_00561,Bangalore,TN
CUST_00562,Pune,MH
CUST_00563,Pune,MH
CUST_00564,Chennai,RJ
CUST_00565,Delhi,KA
CUST_00566,Delhi,WB
CUST_00567,Ahmedabad,DL
CUST_00568,Pune,KA
CUST_00569,Pune,GJ
CUST_00570,Hyderabad,TN
CUST_00571,Bangalore,TN
CUST_00572,Mumbai,TG
CUST_00573,Delhi,MH
CUST_00574,Pune,RJ
CUST_00575,Hyderabad,TN
CUST_00576,Kolkata,KA
CUST_00577,Hyderabad,TN
CUST_00578,Delhi,RJ
CUST_00579,Delhi,RJ
CUST_00580,Hyderabad,RJ
CUST_00581,Mumbai,KA
CUST_00582,Chennai,DL
CUST_00583,Delhi,TG
CUST_00584,Hyderabad,MH
CUST_00585,Pune,TN
CUST_00586,Hyderabad,KA
CUST_00587,Bangalore,WB
CUST_00588,Chennai,MH
CUST_00589,Kolkata,DL
CUST_00590,Mumbai,KA
CUST_00591,Ahmedabad,GJ
CUST_00592,Kolkata,GJ
CUST_00593,Chennai,TG
CUST_00594,Chennai,TG
CUST_00595,Chennai,DL
CUST_00596,Kolkata,DL
CUST_00597,Pune,TG
CUST_00598,Chennai,TN
CUST_00599,Hyderabad,TN
CUST_00600,Kolkata,KA
CUST_00601,Ahmedabad,WB
CUST_00602,Chennai,KA
CUST_00603,Hyderabad,WB
CUST_00604,Pune,DL
CUST_00605,Bangalore,MH
CUST_00606,Pune,KA
CUST_00607,Ahmedabad,KA
CUST_00608,Chennai,WB
CUST_00609,Ahmedabad,RJ
CUST_00610,Kolkata,DL
CUST_00611,Delhi,DL
CUST_00612,Chennai,GJ
CUST_00613,Delhi,RJ
CUST_00614,Hyderabad,WB
CUST_00615,Bangalore,DL
CUST_00616,Mumbai,RJ
CUST_00617,Ahmedabad,TG
CUST_00618,Pune,RJ
CUST_00619,Bangalore,TN
CUST_00620,Chennai,GJ
CUST_00621,Delhi,TG
CUST_00622,Pune,MH
CUST_00623,Delhi,KA
CUST_00624,Kolkata,GJ
CUST_00625,Delhi,MH
CUST_00626,Kolkata,KA
CUST_00627,Hyderabad,TN
CUST_00628,Pune,RJ
CUST_00629,Pune,DL
CUST_00630,Mumbai,TG
CUST_00631,Chennai,WB
CUST_00632,Kolkata,TG
CUST_00633,Mumbai,TN
CUST_00634,Delhi,MH
CUST_00635,Delhi,WB
CUST_00636,Mumbai,DL
CUST_00637,Pune,TN
CUST_00638,Delhi,WB
CUST_00639,Ahmedabad,TN
CUST_00640,Hyderabad,RJ
CUST_00641,Hyderabad,TN
CUST_00642,Ahmedabad,DL
CUST_00643,Mumbai,GJ
CUST_00644,Ahmedabad,KA
CUST_00645,Kolkata,WB
CUST_00646,Kolkata,RJ
CUST_00647,Mumbai,DL
CUST_00648,Ahmedabad,TN
CUST_00649,Kolkata,RJ
CUST_00650,Pune,DL
CUST_00651,Ahmedabad,GJ
CUST_00652,Pune,RJ
CUST_00653,Kolkata,RJ
CUST_00654,Hyderabad,KA
CUST_00655,Kolkata,TG
CUST_00656,Pune,WB
CUST_00657,Bangalore,KA
CUST_00658,Chennai,MH
CUST_00659,Delhi,WB
CUST_00660,Ahmedabad,KA
CUST_00661,Bangalore,TN
CUST_00662,Kolkata,WB
CUST_00663,Hyderabad,WB
CUST_00664,Mumbai,DL
CUST_00665,Kolkata,TN
CUST_00666,Hyderabad,MH
CUST_00667,Chennai,TG
CUST_00668,Kolkata,RJ
CUST_00669,Pune,GJ
CUST_00670,Mumbai,KA
CUST_00671,Hyderabad,DL
CUST_00672,Hyderabad,KA
CUST_00673,Hyderabad,MH
CUST_00674,Chennai,RJ
CUST_00675,Kolkata,MH
CUST_00676,Chennai,WB
CUST_00677,Ahmedabad,GJ
CUST_00678,Delhi,MH
CUST_00679,Delhi,KA
CUST_00680,Ahmedabad,TN
CUST_00681,Kolkata,TN
CUST_00682,Pune,WB
CUST_00683,Chennai,TG
CUST_00684,Mumbai,KA
CUST_00685,Hyderabad,KA
CUST_00686,Hyderabad,MH
CUST_00687,Kolkata,GJ
CUST_00688,Pune,KA
CUST_00689,Delhi,DL
CUST_00690,Delhi,TG
CUST_00691,Hyderabad,MH
CUST_00692,Kolkata,DL
CUST_00693,Chennai,WB
CUST_00694,Delhi,TN
CUST_00695,Chennai,WB
CUST_00696,Pune,TN
CUST_00697,Delhi,WB
CUST_00698,Delhi,KA
CUST_00699,Bangalore,DL
CUST_00700,Delhi,TN
CUST_00701,Ahmedabad,MH
CUST_00702,Mumbai,DL
CUST_00703,Ahmedabad,MH
CUST_00704,Kolkata,DL
CUST_00705,Kolkata,DL
CUST_00706,Chennai,WB
CUST_00707,Ahmedabad,TN
CUST_00708,Ahmedabad,TN
CUST_00709,Ahmedabad,GJ
CUST_00710,Pune,DL
CUST_00711,Delhi,KA
CUST_00712,Mumbai,KA
CUST_00713,Chennai,MH
CUST_00714,Ahmedabad,MH
CUST_00715,Ahmedabad,WB
CUST_00716,Bangalore,DL
CUST_00717,Chennai,MH
CUST_00718,Ahmedabad,MH
CUST_00719,Chennai,TG
CUST_00720,Delhi,DL
CUST_00721,Bangalore,RJ
CUST_00722,Chennai,WB
CUST_00723,Mumbai,MH
CUST_00724,Mumbai,WB
CUST_00725,Kolkata,TN
CUST_00726,Bangalore,WB
CUST_00727,Bangalore,RJ
CUST_00728,Kolkata,KA
CUST_00729,Chennai,RJ
CUST_00730,Bangalore,KA
CUST_00731,Mumbai,WB
CUST_00732,Mumbai,KA
CUST_00733,Ahmedabad,TN
CUST_00734,Delhi,DL
CUST_00735,Bangalore,KA
CUST_00736,Chennai,KA
CUST_00737,Kolkata,WB
CUST_00738,Kolkata,TN
CUST_00739,Chennai,GJ
CUST_00740,Pune,GJ
CUST_00741,Hyderabad,GJ
CUST_00742,Delhi,GJ
CUST_00743,Kolkata,DL
CUST_00744,Bangalore,RJ
CUST_00745,Delhi,WB
CUST_00746,Bangalore,WB
CUST_00747,Pune,TG
CUST_00748,Mumbai,TN
CUST_00749,Delhi,GJ
CUST_00750,Ahmedabad,DL
CUST_00751,Kolkata,TN
CUST_00752,Delhi,GJ
CUST_00753,Delhi,DL
CUST_00754,Delhi,TN
CUST_00755,Hyderabad,WB
CUST_00756,Delhi,WB
CUST_00757,Bangalore,RJ
CUST_00758,Mumbai,MH
CUST_00759,Pune,RJ
CUST_00760,Chennai,KA
CUST_00761,Delhi,RJ
CUST_00762,Kolkata,GJ
CUST_00763,Delhi,TG
CUST_00764,Kolkata,TN
CUST_00765,Bangalore,TG
CUST_00766,Kolkata,MH
CUST_00767,Ahmedabad,KA
CUST_00768,Chennai,TN
CUST_00769,Mumbai,DL
CUST_00770,Kolkata,GJ
CUST_00771,Kolkata,KA
CUST_00772,Mumbai,WB
CUST_00773,Chennai,MH
CUST_00774,Delhi,KA
CUST_00775,Kolkata,GJ
CUST_00776,Mumbai,RJ
CUST_00777,Ahmedabad,KA
CUST_00778,Ahmedabad,RJ
CUST_00779,Bangalore,GJ
CUST_00780,Mumbai,WB
CUST_00781,Bangalore,TN
CUST_00782,Ahmedabad,DL
CUST_00783,Chennai,WB
CUST_00784,Delhi,RJ
CUST_00785,Mumbai,RJ
CUST_00786,Pune,DL
CUST_00787,Ahmedabad,TN
CUST_00788,Ahmedabad,KA
CUST_00789,Pune,DL
CUST_00790,Hyderabad,MH
CUST_00791,Ahmedabad,MH
CUST_00792,Kolkata,GJ
CUST_00793,Chennai,WB
CUST_00794,Mumbai,RJ
CUST_00795,Pune,TN
CUST_00796,Kolkata,GJ
CUST_00797,Pune,WB
CUST_00798,Mumbai,WB
CUST_00799,Bangalore,GJ
CUST_00800,Mumbai,TG
CUST_00801,Hyderabad,WB
CUST_00802,Mumbai,TG
CUST_00803,Mumbai,MH
CUST_00804,Hyderabad,MH
CUST_00805,Chennai,WB
CUST_00806,Ahmedabad,MH
CUST_00807,Mumbai,TN
CUST_00808,Hyderabad,TG
CUST_00809,Kolkata,TG
CUST_00810,Bangalore,WB
CUST_00811,Bangalore,MH
CUST_00812,Mumbai,DL
CUST_00813,Chennai,RJ
CUST_00814,Chennai,GJ
CUST_00815,Kolkata,GJ
CUST_00816,Mumbai,TG
CUST_00817,Bangalore,WB
CUST_00818,Chennai,WB
CUST_00819,Mumbai,TN
CUST_00820,Pune,KA
CUST_00821,Chennai,RJ
CUST_00822,Hyderabad,KA
CUST_00823,Pune,TG
CUST_00824,Ahmedabad,GJ
CUST_00825,Chennai,TN
CUST_00826,Bangalore,TN
CUST_00827,Delhi,TN
CUST_00828,Pune,TG
CUST_00829,Ahmedabad,KA
CUST_00830,Kolkata,GJ
CUST_00831,Kolkata,TN
CUST_00832,Bangalore,GJ
CUST_00833,Chennai,MH
CUST_00834,Mumbai,WB
CUST_00835,Chennai,WB
CUST_00836,Bangalore,GJ
CUST_00837,Kolkata,DL
CUST_00838,Chennai,DL
CUST_00839,Kolkata,TG
CUST_00840,Pune,TG
CUST_00841,Ahmedabad,WB
CUST_00842,Mumbai,MH
CUST_00843,Pune,RJ
CUST_00844,Kolkata,KA
CUST_00845,Kolkata,KA
CUST_00846,Delhi,TG
CUST_00847,Delhi,MH
CUST_00848,Pune,TG
CUST_00849,Hyderabad,RJ
CUST_00850,Pune,KA
CUST_00851,Delhi,GJ
CUST_00852,Kolkata,TG
CUST_00853,Bangalore,TN
CUST_00854,Pune,GJ
CUST_00855,Kolkata,RJ
CUST_00856,Bangalore,RJ
CUST_00857,Bangalore,TG
CUST_00858,Delhi,WB
CUST_00859,Pune,TG
CUST_00860,Chennai,WB
CUST_00861,Mumbai,RJ
CUST_00862,Delhi,MH
CUST_00863,Delhi,RJ
CUST_00864,Chennai,KA
CUST_00865,Mumbai,GJ
