product_id,stock_quantity,reorder_point,max_stock_level,cost_price_inr,selling_price_inr,is_dead_stock,last_sale_date,last_restocked
e3e020af31d4d89d2602272b315c3f6e,224,44,336,386.86,523.25,True,2017-05-12 10:51:43,2018-10-11 17:30:18
8b41fbc2b984a12030090112324d1bc4,430,86,645,633.38,855.75,True,2018-02-18 19:45:15,2018-09-24 17:30:18
d03bd02af9fff4b98f1c972315e5e9ef,144,28,216,1067.45,1378.81,False,2018-08-06 17:46:34,2018-09-30 17:30:18
8ba4f2a4ae695d26e5626c1bf710975e,365,73,547,917.2,1223.25,False,2018-08-08 11:55:41,2018-09-24 17:30:18
f6574524b07d5bb753bab6f35abe2d06,479,95,718,4426.77,6123.25,True,2018-01-22 10:40:09,2018-10-01 17:30:18
c78b767da00efb70c1bcccab87c28cd5,340,68,510,484.76,638.75,False,2018-06-20 22:06:06,2018-09-27 17:30:18
a0253d43394dd4da9a5d7b1f546f1a32,352,70,528,2560.32,3640.0,True,2018-01-11 19:36:56,2018-10-03 17:30:18
051b9ff13dd55c0a6655a15ff296f80d,241,48,361,3836.01,4987.5,False,2018-08-02 13:57:47,2018-09-19 17:30:18
47859fca9dd7485cbd93c3e8993bb74f,79,15,118,576.55,734.82,False,2018-06-29 10:09:36,2018-09-27 17:30:18
e1d1d22e9f8122a4ec1533b032c12562,343,68,514,2613.97,3482.5,False,2018-05-01 19:14:15,2018-09-21 17:30:18
20e37962088a4061d3578def47a8648b,496,99,744,809.74,1135.75,True,2017-01-10 22:23:11,2018-09-22 17:30:18
1eba879220bd0981a0e2fbab499ed4e1,328,65,492,1035.85,1465.45,False,2018-07-06 10:12:14,2018-09-18 17:30:18
ce5b91848b91118daffb3af53b747475,56,11,84,262.07,348.25,False,2018-05-11 22:49:21,2018-10-14 17:30:18
5370b82a213393979691c98074265584,425,85,637,1294.57,1808.98,True,2018-03-12 16:49:51,2018-10-01 17:30:18
b8dac5113b06a97e64943234522572b9,116,23,174,1540.47,2012.5,True,2017-12-04 21:59:19,2018-10-04 17:30:18
750cf819d127191920eda79a4b6fb479,144,28,216,297.49,420.0,False,2018-06-12 16:07:15,2018-09-28 17:30:18
e6af694343b45b56304ad91974a110b9,461,92,691,1063.54,1399.82,True,2018-01-29 16:10:57,2018-10-11 17:30:18
680874c570dad71c0a2844cfbf417054,440,88,660,527.04,682.5,False,2018-05-07 19:12:47,2018-09-30 17:30:18
8b3a9476f74f5297f7ff0ec6d95fe1ea,200,40,300,1910.31,2448.25,True,2017-04-20 13:01:53,2018-09-18 17:30:18
1c6fb703c624b381a20f21f757694866,80,16,120,1194.92,1699.95,False,2018-05-09 13:49:19,2018-09-24 17:30:18
db46052aed7dff59ba38cf2fe29b87f9,327,65,490,1457.47,1883.0,True,2017-07-02 17:01:39,2018-09-28 17:30:18
b864b103180d5a6a3f830e67f93e8735,336,67,504,1126.39,1468.25,True,2016-10-08 22:11:57,2018-10-02 17:30:18
7a8dac4aaa16bc642e4df33adcf03303,78,15,117,6379.74,8224.83,True,2017-11-13 16:12:04,2018-10-07 17:30:18
83b9bc6aae6f527ff6aafb9e01d6cbf3,173,34,259,1596.6,2274.83,True,2017-07-17 15:23:31,2018-10-10 17:30:18
5f504b3a1c75b73d6151be81eb05bdc9,143,28,214,7836.21,10481.64,False,2018-08-15 09:57:51,2018-10-09 17:30:18
bbf920aa6ac72007a726e6f419156f8f,500,100,750,549.76,698.25,True,2018-01-26 16:19:34,2018-09-27 17:30:18
c3b7e4d83e530c27a8e6368296aece48,495,99,742,1900.38,2590.0,True,2016-10-04 11:03:14,2018-10-09 17:30:18
c5d8079278e912d7e3b6beb48ecb56e8,185,37,277,1232.26,1625.75,True,2018-03-06 18:14:49,2018-09-21 17:30:18
5eaa343860dc445b3fd43d1b682809fd,162,32,243,13626.82,19075.0,False,2018-08-15 19:03:09,2018-10-09 17:30:18
b5cfb1d3c5e435a7a52227e08f220ee7,125,25,187,625.97,873.25,True,2018-02-23 14:49:38,2018-10-10 17:30:18
334479e94cba98064050db1c9636e244,140,28,210,800.69,1048.25,True,2017-02-16 16:36:34,2018-09-17 17:30:18
3fcd8dfe610c62edfb51de2630cd9ef4,352,70,528,2923.73,4007.5,False,2018-06-03 20:17:27,2018-10-06 17:30:18
4c8056caed5757810b9a68b83c3759e6,175,35,262,2109.6,2973.25,True,2018-04-09 17:39:10,2018-09-29 17:30:18
30e77af9e7759bbaa0305d2fbc605dc4,130,26,195,4538.9,6123.25,True,2017-05-29 21:18:06,2018-10-13 17:30:18
92bf5d2084dfbcb57d9db7838bac5cd0,109,21,163,361.22,454.82,True,2018-02-05 22:39:47,2018-10-10 17:30:18
fdeb34a9f03fea7c3937dd62d1d0287e,346,69,519,698.22,943.25,True,2017-03-08 19:29:16,2018-09-19 17:30:18
1065dbb6b0bf03daaedab1236979e296,341,68,511,2233.82,2957.5,True,2018-01-23 16:25:47,2018-10-02 17:30:18
0d826eba8e0a2ae3bca9e3a947dd756d,151,30,226,2043.9,2607.5,True,2018-02-03 13:37:35,2018-09-29 17:30:18
f8f6fd145cc00519283cf3100477b2b3,163,32,244,1669.79,2132.72,True,2018-01-18 00:19:42,2018-09-26 17:30:18
4e04ffb7dd3739ecfc37de8927dd586c,154,30,231,740.49,1032.5,True,2017-08-24 22:48:38,2018-09-24 17:30:18
36555a2f528d7b2a255c504191445d39,489,97,733,405.33,523.25,True,2018-02-08 13:55:48,2018-10-14 17:30:18
22937a73f92a33040ab4e2540355a5d8,135,27,202,1025.66,1398.25,True,2017-10-09 14:42:25,2018-10-04 17:30:18
dc21247da0290904ffbbcd5953c76f95,469,93,703,727.42,1015.0,False,2018-07-19 11:29:25,2018-09-18 17:30:18
9020ce7adcc384b2899ae87ddc54767b,75,15,112,1731.42,2380.0,True,2017-06-13 12:10:20,2018-10-09 17:30:18
bfc1d1c62b1f7f401d8d9dda962bb870,384,76,576,1307.44,1748.25,False,2018-08-07 11:56:01,2018-09-17 17:30:18
6fef6d87bb6c2eb11d57a967209219a8,54,10,81,105.2,136.32,False,2018-04-23 19:24:50,2018-09-17 17:30:18
1e5428c428e0f783acd6e3d94ba4ee2a,316,63,474,7727.68,10482.5,True,2017-12-18 11:09:29,2018-09-19 17:30:18
94080f9219044d897195e2be145945dc,302,60,453,2313.04,3130.75,True,2018-02-13 21:06:34,2018-10-10 17:30:18
d0389f20b3d11de54e1e4561df147683,345,69,517,5601.77,7920.5,True,2017-10-08 16:50:45,2018-09-30 17:30:18
3e9b58f1436820c248d3f98d7229bb14,109,21,163,1376.28,1748.25,True,2018-04-19 00:16:08,2018-09-21 17:30:18
575c38b4c88fc7b35ef22fc8312bfe1b,470,94,705,1933.75,2430.75,True,2017-05-03 13:34:47,2018-10-03 17:30:18
556702ebb73d3786a852ad3d5a8ad268,344,68,516,2120.64,2957.5,True,2018-02-13 18:45:25,2018-10-11 17:30:18
a3a03c131926ec14d4c9f3ef03016b24,464,92,696,725.29,1032.5,True,2018-02-08 21:15:15,2018-10-14 17:30:18
e586ebb6022265ae1eea38f46ffe3ead,222,44,333,830.68,1135.75,False,2018-08-15 17:00:58,2018-10-10 17:30:18
278b3c6462e86b4556b99989513ddf73,59,11,88,369.14,524.82,False,2018-06-11 08:18:19,2018-10-07 17:30:18
0d009643171aee696f4733340bc2fdd0,61,12,91,4509.33,5698.48,False,2018-07-03 19:27:58,2018-09-24 17:30:18
be1be330cf34043d1c40d6114cbd11b5,88,17,132,1864.38,2607.5,False,2018-05-02 23:25:02,2018-09-30 17:30:18
07f01b6fcacc1b187a71e5074199db2d,187,37,280,797.2,997.5,True,2018-03-16 00:14:19,2018-09-29 17:30:18
75b4372e69a42f8ae1d908c076f547b2,180,36,270,3315.94,4300.19,True,2018-04-04 17:16:55,2018-09-17 17:30:18
3569d4374a919941a50f57371b1dc93d,482,96,723,1344.07,1748.25,True,2018-01-05 18:57:57,2018-09-19 17:30:18
a3c95dc653d9a279b160bc0179385ed1,186,37,279,2212.84,3150.0,False,2018-08-09 10:39:41,2018-09-20 17:30:18
0992c6cba95a13bfa68ea7d5e22d478b,83,16,124,4829.37,6521.49,False,2018-08-10 10:56:10,2018-10-07 17:30:18
b1eae565a61935e0011ee7682fef9dc9,377,75,565,5250.48,6998.25,True,2017-04-25 07:08:25,2018-10-09 17:30:18
2734390ee304b0f4817b3c233094fc16,190,38,285,3057.77,4182.5,True,2017-07-11 20:54:38,2018-09-27 17:30:18
32ee3f4e2493045726807808d7abbab6,298,59,447,1140.01,1573.25,True,2017-05-31 11:55:59,2018-10-13 17:30:18
c2367eda4f9623d0355dc5d7796d857a,159,31,238,8790.93,11373.25,True,2018-03-15 16:04:46,2018-09-25 17:30:18
7f34b85142d1ef9e077a0da9ada27385,272,54,408,1621.44,2098.25,True,2018-02-16 12:54:27,2018-10-12 17:30:18
c478b1bbf9ec8c5691f37ccb83187386,214,42,321,1943.2,2448.25,True,2018-02-20 20:53:25,2018-10-04 17:30:18
f9ecf420c38b90a8af8e7f70fd789264,224,44,336,1218.71,1573.25,True,2017-08-20 14:29:32,2018-09-19 17:30:18
3a6a0247ced9dcb444b46caafdcdd368,113,22,169,1591.58,2205.0,False,2018-08-19 13:52:46,2018-10-08 17:30:18
adf591c625cb265c12bc6749d3a2f757,348,69,522,400.19,552.65,False,2018-08-09 21:55:15,2018-10-03 17:30:18
3e0f398b664b26e3224c79dbf435191f,247,49,370,688.84,873.25,True,2017-05-09 19:28:46,2018-09-27 17:30:18
64c8f1a52b407d92518a1f8b79240a70,299,59,448,307.7,427.79,True,2017-11-07 23:05:11,2018-10-13 17:30:18
af16005fca813272caf59c432153949e,135,27,202,1019.39,1328.25,True,2017-11-18 12:51:32,2018-09-30 17:30:18
e6a1ff3552ba3305c1cf0a4dde50347f,420,84,630,825.97,1048.25,True,2018-04-12 08:55:14,2018-09-17 17:30:18
d8a405c732027a2af3187b031890933d,108,21,162,379.6,523.25,True,2017-08-31 08:55:41,2018-10-12 17:30:18
ce94e3c41145e28428cdae952a1fd7f2,269,53,403,8552.51,12057.5,True,2018-01-12 12:22:33,2018-09-27 17:30:18
3f0f8de616df6efb39a48f3c64eea974,240,48,360,523.27,700.0,True,2017-10-05 21:54:27,2018-10-16 17:30:18
6ddc95e87149457c4c5177b0a474a9ba,489,97,733,128.63,174.82,True,2017-12-02 17:28:34,2018-09-29 17:30:18
a2e2851eae0aebb8ee4df32348b42e2b,99,19,148,3826.08,5215.0,False,2018-07-05 09:39:44,2018-09-28 17:30:18
723f62c36c298037716bf60c0ad0df3a,303,60,454,907.44,1137.5,False,2018-08-14 18:33:39,2018-10-01 17:30:18
b2b3503e675abbc07e278151da072ed2,369,73,553,2666.44,3499.82,False,2018-07-27 12:38:21,2018-09-19 17:30:18
c18c01e09509a509e2b88d3ed40c580e,325,65,487,2858.62,4024.82,True,2018-04-11 12:28:51,2018-10-10 17:30:18
a41e356c76fab66334f36de622ecbd3a,55,11,82,1321.07,1737.75,True,2018-01-19 00:21:43,2018-09-25 17:30:18
e7cad5e8ed9b92e788262ad710c33bd0,432,86,648,811.84,1118.25,True,2018-04-11 21:37:56,2018-09-27 17:30:18
c33d78b97260227119fb2b71be168fca,86,17,129,1201.16,1512.88,False,2018-05-29 20:59:27,2018-09-28 17:30:18
e8fd6f481db77b847e7ab93fa1510e7e,221,44,331,2900.08,3848.25,True,2018-02-21 11:49:05,2018-10-07 17:30:18
67bea89008edcb996cfe4e3d062b62a8,191,38,286,628.57,822.32,True,2017-09-09 14:29:36,2018-10-02 17:30:18
e8e86cbab028363545a5bf0ca5e226ee,431,86,646,1739.49,2448.25,True,2018-01-26 18:44:07,2018-09-19 17:30:18
c12b64bf0861a27e0f06c36ef82f457d,88,17,132,655.56,873.25,False,2018-08-14 16:18:52,2018-09-20 17:30:18
6f0169f259bb0ff432bfff7d829b9946,453,90,679,1628.94,2084.25,False,2018-08-13 00:11:07,2018-09-30 17:30:18
b6f3b8136ba8302906df7e11ff908751,263,52,394,5118.5,6982.5,False,2018-08-06 16:49:12,2018-09-25 17:30:18
2be2be0a6a5916840503fdf50808ebcb,367,73,550,323.54,423.5,False,2018-08-13 16:25:09,2018-10-14 17:30:18
8efa775719397f78f79c8e5c7b0afbd4,129,25,193,953.17,1347.5,True,2017-12-17 12:00:37,2018-10-04 17:30:18
9e87e3ee09baee5f5c0513ff37bc60ab,107,21,160,1351.24,1691.81,False,2018-07-29 18:38:44,2018-09-26 17:30:18
a0abcee0132a5aed003d98e459b37698,333,66,499,1503.62,2064.82,True,2018-01-03 16:30:59,2018-10-08 17:30:18
7f6308ba4057a6a740af7b4dcfb79c13,431,86,646,529.39,699.82,True,2017-12-10 18:43:03,2018-09-21 17:30:18
1eb4a9aee05c9cad041e09add2a26d68,54,10,81,637.18,838.25,True,2017-11-13 11:41:46,2018-10-03 17:30:18
8da90b37f0fb171b4877c124f965b1f6,410,82,615,1711.11,2413.25,True,2017-11-28 16:22:15,2018-10-10 17:30:18
712a72a78ffb66cb6eee87eebbf54519,384,76,576,1850.25,2380.0,False,2018-06-15 23:32:07,2018-10-01 17:30:18
c5fb7fbe39f4e09e048ffbc5b28db49a,398,79,597,639.98,829.5,False,2018-08-19 11:18:32,2018-10-01 17:30:18
f17b05cc8a7651896df8c30884200e9a,197,39,295,1399.85,1930.25,True,2017-04-27 09:34:25,2018-09-18 17:30:18
55ec10b39713ee81ee2c5bcb558cf866,242,48,363,177.58,232.75,True,2017-11-29 09:39:24,2018-10-12 17:30:18
c190c4fe582c5b7ffff586506de83f01,412,82,618,631.74,838.25,False,2018-07-12 17:26:44,2018-10-05 17:30:18
f908df99196805b5bc4ada9ef510b11b,413,82,619,2710.16,3673.25,False,2018-06-16 12:20:16,2018-09-25 17:30:18
ac5bae85a895724330c4acddd581b02b,184,36,276,2567.7,3482.5,True,2017-12-04 10:10:12,2018-09-29 17:30:18
d8dee61c2034d6d075997acef1870e9b,375,75,562,1388.47,1745.98,True,2017-08-27 13:02:01,2018-09-21 17:30:18
cbaff83e2c00a2b731d27276bbf52082,100,20,150,3336.8,4375.0,True,2018-01-30 18:33:05,2018-10-12 17:30:18
ad67f74682943e3857eebf3ca2538d1a,216,43,324,1347.94,1747.9,False,2018-08-12 12:12:27,2018-10-15 17:30:18
1e12f1836c1f08b25ef78fcdf76fbf08,183,36,274,976.58,1297.45,True,2017-08-21 12:54:51,2018-10-03 17:30:18
acd427ee119d5c71c7a85ae488cb0a6a,67,13,100,529.92,665.0,True,2017-06-01 18:05:01,2018-10-15 17:30:18
60cf4effb6947283fa638d570bd07318,86,17,129,3623.22,4707.5,True,2017-11-18 16:03:40,2018-09-20 17:30:18
51fed4afb1b41d00ad9d25a73b7fbbc7,77,15,115,390.78,524.82,False,2018-05-01 17:52:15,2018-09-29 17:30:18
bb09cce52b336261572a5a7e25a33795,450,90,675,173.7,229.25,False,2018-05-11 13:08:50,2018-09-25 17:30:18
65a6462e42e05ab3b8dc613566736825,253,50,379,2432.5,3167.5,False,2018-07-11 16:07:05,2018-09-26 17:30:18
f2396540fbfac27b5117f0dbd6744b50,162,32,243,1438.97,1907.5,False,2018-08-08 11:46:42,2018-09-17 17:30:18
70d1bd3a042448105a71d0b41ecbc96b,277,55,415,2112.31,2957.32,True,2018-03-22 16:15:00,2018-09-26 17:30:18
0075c14603d80515e20908c156ceb47b,470,94,705,646.1,873.25,False,2018-05-14 11:15:07,2018-10-07 17:30:18
5a42f73d92034010a4e00360fb0df099,86,17,129,537.89,691.78,True,2018-01-31 23:46:01,2018-10-13 17:30:18
bcd58b852a3b0152b6b384c4e4474ba2,216,43,324,1714.09,2212.0,False,2018-08-21 16:45:44,2018-10-04 17:30:18
2bfb0bdbcea77da2879f0ef3be9a219e,320,64,480,9754.42,12257.0,True,2018-04-13 17:11:33,2018-10-05 17:30:18
87fb220044e9aca16fbec51c6c997aa0,474,94,711,1247.71,1732.5,False,2018-07-16 19:40:09,2018-10-06 17:30:18
484bf1dff778a416389aafd0dee1cb11,123,24,184,810.4,1050.0,False,2018-06-30 09:36:04,2018-09-19 17:30:18
56139431d72cd51f19eb9f7dae4d1617,126,25,189,595.4,803.25,False,2018-06-22 21:30:06,2018-09-29 17:30:18
3cef8174403f4fdedbf24fa67fa9f132,456,91,684,11039.67,13999.82,True,2017-05-30 12:05:05,2018-10-08 17:30:18
003938452c98ff9ab28e9e7b4bfe97ab,107,21,160,2415.42,3148.25,False,2018-08-04 21:28:12,2018-09-17 17:30:18
8d6cb00151d423c52855385c89f0bae8,374,74,561,6462.08,8399.83,True,2018-01-13 12:21:27,2018-09-21 17:30:18
5877301b00f95e3c6118738b293dfab3,143,28,214,510.53,699.82,True,2017-06-27 11:05:48,2018-09-25 17:30:18
e0bbe6292471ff5ab3752414baf78111,495,99,742,4190.73,5598.25,True,2017-12-14 21:16:43,2018-10-15 17:30:18
dd768d259ee6054e0dadd66c8e2be0b6,248,49,372,400.39,524.82,False,2018-08-08 14:22:09,2018-10-02 17:30:18
fc2edee55f4118969f4dc49f7a717605,344,68,516,2229.3,3141.08,False,2018-04-25 22:40:54,2018-10-06 17:30:18
b521fddf2c8a7e7d1791bfb3c1b2f278,225,45,337,1427.93,1925.0,True,2018-04-18 01:06:13,2018-10-08 17:30:18
46b48281eb6d663ced748f324108c733,171,34,256,1079.98,1485.75,True,2017-09-04 22:02:17,2018-09-26 17:30:18
db7e6804f1a8206a7e51c9a741a09d9e,314,62,471,2249.45,3132.5,True,2018-01-29 19:03:39,2018-10-04 17:30:18
50556c630443502c11acde1c320fe278,205,41,307,1601.53,2273.25,True,2018-03-20 16:41:37,2018-09-26 17:30:18
88d2c501ec765f5d7e8038fa6aab0e62,359,71,538,337.62,437.32,True,2017-09-05 09:04:16,2018-09-27 17:30:18
722fb67c17907e21734449c091420bf5,170,34,255,1374.12,1925.0,False,2018-05-04 19:38:37,2018-09-20 17:30:18
43b6d9e46e1e6b8ac743a1c31e462937,206,41,309,10809.94,15382.5,False,2018-08-06 19:10:06,2018-09-26 17:30:18
1ffe365aa7583189e63f2fa4f060b269,500,100,750,7492.27,9589.83,True,2017-07-30 11:30:00,2018-09-23 17:30:18
3014e35fd70fce29095ced5cdc89f4ce,319,63,478,333.07,429.04,False,2018-07-11 01:12:39,2018-10-03 17:30:18
e869d449cc32881790ef9af9b4c670f8,323,64,484,5557.54,6998.25,True,2018-01-04 10:27:42,2018-10-11 17:30:18
a1b3a75aaaee5c9a683f2266c088f720,408,81,612,5379.05,6998.25,True,2018-02-15 11:44:09,2018-10-04 17:30:18
7fdbc1ecf5fdf5c98d9b14e110133eb3,492,98,738,229.51,303.27,True,2017-06-06 12:38:42,2018-09-28 17:30:18
15b3d40f375c0645c1eed4ed1cd8e17a,406,81,609,329.84,419.82,False,2018-05-04 13:57:53,2018-09-20 17:30:18
1cf39a397efa955b102a52ee7ec5531c,412,82,618,6489.6,8749.83,False,2018-04-27 22:18:11,2018-09-18 17:30:18
f9471562478eba8761bc985b968a0092,459,91,688,791.38,1026.59,False,2018-07-26 16:16:52,2018-10-13 17:30:18
e96bac5656eaec25f3d76757fa16d9d3,225,45,337,1626.1,2097.38,False,2018-07-02 19:08:04,2018-10-11 17:30:18
16b06ede456b922e56fbb4b3818aa875,178,35,267,429.92,610.75,True,2018-01-21 22:49:13,2018-10-13 17:30:18
c7147724cd430269c6296fc758c0a086,176,35,264,555.45,735.0,False,2018-06-06 13:04:40,2018-10-11 17:30:18
dbb399a8be7395d5b136d49fcdce13df,98,19,147,1508.67,2098.25,True,2018-01-14 20:05:44,2018-09-19 17:30:18
ed46d1fbd7bf78ce79910c09fb892abb,401,80,601,1508.18,1907.5,True,2018-01-17 15:52:42,2018-09-27 17:30:18
d458378a178cd7cae60052319cebf235,250,50,375,1782.69,2292.5,True,2017-05-08 12:22:44,2018-10-16 17:30:18
596363933adf57df745ecbc8afeec226,176,35,264,914.83,1292.9,True,2018-01-07 17:39:39,2018-10-06 17:30:18
4473f3e5c65952b074ef987fa5c24662,403,80,604,383.03,516.59,True,2018-03-12 01:28:13,2018-09-26 17:30:18
8c9faf6aabee9b2a30b83f92d786f6de,122,24,183,1622.72,2063.25,True,2017-06-02 16:34:22,2018-09-23 17:30:18
8e71b24c3e25a92fef6176120a67fac7,143,28,214,1974.37,2799.82,True,2018-01-26 16:34:29,2018-09-29 17:30:18
828fe032935d7c1901682e5b6cc076c2,373,74,559,1320.21,1746.5,True,2017-08-06 16:35:54,2018-10-12 17:30:18
19502a282608c5627fb32e22724727fc,96,19,144,1232.4,1748.25,False,2018-05-10 11:34:01,2018-10-01 17:30:18
df473738565b52f77b4e22b328b41576,165,33,247,289.67,409.5,False,2018-08-20 19:14:26,2018-10-14 17:30:18
657491063e8a63247a108a4d9cedf020,313,62,469,1363.55,1713.25,True,2018-01-08 20:42:55,2018-10-14 17:30:18
a388f2043ca885de714453e4fac616e2,102,20,153,340.39,435.75,False,2018-08-04 20:42:37,2018-10-15 17:30:18
4c6018f41a6c2e5543cc034e94f5ce5b,465,93,697,9529.04,12932.5,True,2017-10-27 23:57:47,2018-09-23 17:30:18
a85543a371d5cfafedb80a8177a692b5,101,20,151,211.12,295.75,False,2018-08-15 21:01:07,2018-09-22 17:30:18
6b017e0d95d8765a6f2bed3bc272c61e,295,59,442,770.59,1048.25,True,2018-03-05 10:25:28,2018-10-11 17:30:18
6d14f72afff32795290f2df6507f063c,464,92,696,1294.7,1836.98,True,2018-02-19 16:50:58,2018-10-03 17:30:18
75b433ca888fe027b18dfac89a284667,330,66,495,173.32,225.75,False,2018-07-03 20:54:31,2018-10-07 17:30:18
9aa70106d14b83c7ad033592870b2b30,443,88,664,626.57,838.25,True,2018-02-04 17:11:22,2018-10-03 17:30:18
42fe4aefc7e8a45dd96a59af81dd3fef,371,74,556,1440.38,1923.25,False,2018-08-05 13:47:14,2018-09-20 17:30:18
a04cf12934a318be6550b1aeab938bf2,203,40,304,5051.92,6387.5,False,2018-05-03 21:16:34,2018-09-27 17:30:18
224703229a7c966a5b191651e1561be2,428,85,642,600.66,838.6,False,2018-07-24 22:56:00,2018-09-19 17:30:18
43724b27731595d954e911f443fb1cc4,110,22,165,2044.14,2795.62,False,2018-07-28 14:57:50,2018-09-24 17:30:18
b29ca3d3127057c43ef4b364bbe360ea,179,35,268,3072.38,4374.82,True,2017-04-05 00:11:11,2018-10-08 17:30:18
5e21d5cab5d33e770d8150a4ee6117db,148,29,222,675.07,857.5,True,2018-04-14 11:04:31,2018-10-13 17:30:18
55610b8b7d48294e69fc23f513dfbe98,101,20,151,204.5,262.5,True,2017-04-20 08:32:30,2018-09-26 17:30:18
68bfdbfe84f03af17733b10362f10020,174,34,261,612.4,787.5,True,2017-01-14 16:35:59,2018-10-04 17:30:18
5fb61f482620cb672f5e586bb132eae9,323,64,484,974.45,1223.25,True,2017-08-05 08:59:43,2018-10-05 17:30:18
a5bc1334f1762ce0a844f3f694dc08e1,472,94,708,896.4,1224.82,True,2018-03-27 12:10:05,2018-09-22 17:30:18
701ff123e9085dcc9c2f833efded6374,68,13,102,5313.54,6825.0,False,2018-08-07 21:53:39,2018-10-12 17:30:18
73b499a2f5002c0a2158a478cc5a096c,278,55,417,1732.42,2449.83,False,2018-05-30 11:44:02,2018-09-28 17:30:18
42f14eda412436b96cde4f4025ed5f25,468,93,702,1267.05,1633.28,True,2017-11-12 18:41:38,2018-10-06 17:30:18
47969dd948e918289f809be899ddfb4c,177,35,265,551.05,772.04,False,2018-07-28 13:42:31,2018-10-08 17:30:18
446295cf6f689d4db477145815362608,424,84,636,1033.86,1321.25,True,2017-03-10 08:29:36,2018-09-23 17:30:18
280c05c66173c2b377f3e449e33abc6d,380,76,570,994.83,1398.25,False,2018-07-09 11:23:05,2018-10-03 17:30:18
4a96de21ccfb22ebe1c56992acbbd7fc,166,33,249,1405.19,1889.98,False,2018-08-05 21:37:08,2018-09-18 17:30:18
c45a1de8cdb00af9ba1f3c097561b77a,270,54,405,740.85,1032.5,True,2018-04-05 10:48:06,2018-10-13 17:30:18
1b37262ebd1307a6c9aab9aca8584e76,314,62,471,10365.81,14297.5,False,2018-08-23 14:21:50,2018-10-04 17:30:18
04869307f7e7dc5b07f1d83406ade1e5,167,33,250,1927.3,2448.25,True,2017-09-11 22:24:48,2018-09-20 17:30:18
8bb6ace4cf2411747ea1cfecad5a458d,261,52,391,1467.47,1925.0,True,2018-01-12 19:24:28,2018-10-07 17:30:18
21db47f6493b06e8e7fc562ec9890e77,468,93,702,1113.93,1399.82,True,2017-11-27 20:21:56,2018-10-12 17:30:18
f4d705aa95ccca448e5b0deb6e5290ba,499,99,748,327.15,435.75,False,2018-07-23 18:33:22,2018-10-09 17:30:18
bbaef2eadf31fe3ea6702077398be06c,306,61,459,720.8,997.32,True,2017-08-21 22:28:57,2018-09-24 17:30:18
