product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,hsn_code,gst_rate,cost_price_brl,selling_price_brl,cost_price_inr,selling_price_inr,stock_quantity,reorder_point,max_stock_level,last_sale_date,days_since_last_sale,is_dead_stock
8b41fbc2b984a12030090112324d1bc4,bebes,55.0,1627.0,1.0,500.0,20.0,13.0,13.0,9999,18,36.193119703182695,48.9,633.38,855.75,430,86,645,2018-02-18 19:45:15,240,True
d03bd02af9fff4b98f1c972315e5e9ef,moveis_decoracao,56.0,209.0,1.0,1800.0,40.0,10.0,30.0,9999,18,60.997002349655574,78.78888888888889,1067.45,1378.81,144,28,216,2018-08-06 17:46:34,71,False
8ba4f2a4ae695d26e5626c1bf710975e,utilidades_domesticas,52.0,968.0,1.0,900.0,50.0,5.0,50.0,9999,18,52.41166388753985,69.9,917.2,1223.25,365,73,547,2018-08-08 11:55:41,70,False
f6574524b07d5bb753bab6f35abe2d06,malas_acessorios,52.0,573.0,5.0,3600.0,35.0,25.0,50.0,9999,18,252.95846358569344,349.9,4426.77,6123.25,479,95,718,2018-01-22 10:40:09,268,True
c78b767da00efb70c1bcccab87c28cd5,informatica_acessorios,35.0,1101.0,2.0,300.0,42.0,2.0,30.0,9999,18,27.700447318528056,36.5,484.76,638.75,340,68,510,2018-06-20 22:06:06,118,False
a0253d43394dd4da9a5d7b1f546f1a32,informatica_acessorios,59.0,1890.0,2.0,740.0,23.0,13.0,13.0,9999,18,146.30420492492516,208.0,2560.32,3640.0,352,70,528,2018-01-11 19:36:56,278,True
051b9ff13dd55c0a6655a15ff296f80d,esporte_lazer,50.0,529.0,2.0,3600.0,62.0,23.0,23.0,9999,18,219.2008229294786,285.0,3836.01,4987.5,241,48,361,2018-08-02 13:57:47,76,False
47859fca9dd7485cbd93c3e8993bb74f,cama_mesa_banho,45.0,206.0,1.0,650.0,16.0,10.0,16.0,9999,18,32.945735929823044,41.99,576.55,734.82,79,15,118,2018-06-29 10:09:36,110,False
e1d1d22e9f8122a4ec1533b032c12562,ferramentas_jardim,49.0,1163.0,9.0,2150.0,70.0,8.0,34.0,9999,18,149.3694933026672,199.0,2613.97,3482.5,343,68,514,2018-05-01 19:14:15,168,False
20e37962088a4061d3578def47a8648b,moveis_decoracao,60.0,208.0,1.0,800.0,40.0,10.0,34.0,9999,18,46.27071615638786,64.9,809.74,1135.75,496,99,744,2017-01-10 22:23:11,644,True
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,57.0,476.0,1.0,8950.0,52.0,51.0,17.0,9999,18,59.1911722590832,83.74,1035.85,1465.45,328,65,492,2018-07-06 10:12:14,103,False
ce5b91848b91118daffb3af53b747475,esporte_lazer,50.0,699.0,4.0,1388.0,34.0,9.0,31.0,9999,18,14.975223126848816,19.9,262.07,348.25,56,11,84,2018-05-11 22:49:21,158,False
5370b82a213393979691c98074265584,bebes,52.0,708.0,9.0,7950.0,33.0,30.0,44.0,9999,18,73.97517882006548,103.37,1294.57,1808.98,425,85,637,2018-03-12 16:49:51,219,True
b8dac5113b06a97e64943234522572b9,automotivo,43.0,1062.0,2.0,6000.0,87.0,3.0,42.0,9999,18,88.02708729497108,115.0,1540.47,2012.5,116,23,174,2017-12-04 21:59:19,316,True
750cf819d127191920eda79a4b6fb479,eletronicos,31.0,806.0,1.0,263.0,18.0,12.0,16.0,9999,18,16.99967664399522,24.0,297.49,420.0,144,28,216,2018-06-12 16:07:15,127,False
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,37.0,352.0,1.0,3900.0,19.0,20.0,15.0,9999,18,60.773903112365176,79.99,1063.54,1399.82,461,92,691,2018-01-29 16:10:57,261,True
680874c570dad71c0a2844cfbf417054,moveis_decoracao,47.0,502.0,1.0,600.0,25.0,25.0,25.0,9999,18,30.116354358595437,39.0,527.04,682.5,440,88,660,2018-05-07 19:12:47,162,False
8b3a9476f74f5297f7ff0ec6d95fe1ea,moveis_decoracao,63.0,254.0,2.0,2050.0,49.0,13.0,41.0,9999,18,109.16076236134663,139.9,1910.31,2448.25,200,40,300,2017-04-20 13:01:53,545,True
1c6fb703c624b381a20f21f757694866,brinquedos,33.0,471.0,2.0,725.0,22.0,17.0,15.0,9999,18,68.28131345284794,97.14,1194.92,1699.95,80,16,120,2018-05-09 13:49:19,161,False
db46052aed7dff59ba38cf2fe29b87f9,cama_mesa_banho,56.0,509.0,4.0,6350.0,45.0,15.0,35.0,9999,18,83.2838731255876,107.6,1457.47,1883.0,327,65,490,2017-07-02 17:01:39,472,True
b864b103180d5a6a3f830e67f93e8735,bebes,47.0,980.0,4.0,600.0,70.0,11.0,11.0,9999,18,64.36514294510492,83.9,1126.39,1468.25,336,67,504,2016-10-08 22:11:57,738,True
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,38.0,1701.0,2.0,11750.0,18.0,40.0,79.0,9505,18,364.5566064871746,469.99,6379.74,8224.83,78,15,117,2017-11-13 16:12:04,338,True
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,20.0,866.0,3.0,2550.0,22.0,32.0,38.0,9999,18,91.2345062422676,129.99,1596.6,2274.83,173,34,259,2017-07-17 15:23:31,457,True
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,9505,18,447.7831575242271,598.9507936507937,7836.21,10481.64,143,28,214,2018-08-15 09:57:51,63,False
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42.0,303.0,2.0,1300.0,25.0,16.0,25.0,9999,18,31.414922642429218,39.9,549.76,698.25,500,100,750,2018-01-26 16:19:34,264,True
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,60.0,1972.0,2.0,850.0,69.0,11.0,11.0,9999,18,108.59332461374659,148.0,1900.38,2590.0,495,99,742,2016-10-04 11:03:14,743,True
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,60.0,330.0,1.0,1300.0,19.0,28.0,17.0,9999,18,70.4149986293053,92.9,1232.26,1625.75,185,37,277,2018-03-06 18:14:49,224,True
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,53.0,3218.0,5.0,4800.0,60.0,30.0,15.0,9999,18,778.6752082562107,1090.0,13626.82,19075.0,162,32,243,2018-08-15 19:03:09,62,False
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,55.0,410.0,2.0,1300.0,36.0,16.0,24.0,9505,18,35.76949856437207,49.9,625.97,873.25,125,25,187,2018-02-23 14:49:38,236,True
334479e94cba98064050db1c9636e244,automotivo,57.0,311.0,1.0,220.0,18.0,14.0,17.0,9999,18,45.75371991883665,59.9,800.69,1048.25,140,28,210,2017-02-16 16:36:34,608,True
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,50.0,509.0,4.0,5700.0,41.0,17.0,49.0,9999,18,167.0704013331579,229.0,2923.73,4007.5,352,70,528,2018-06-03 20:17:27,135,False
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,53.0,1291.0,2.0,450.0,20.0,40.0,30.0,9999,18,120.54845236511507,169.9,2109.6,2973.25,175,35,262,2018-04-09 17:39:10,190,True
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,60.0,402.0,2.0,2000.0,32.0,12.0,37.0,9999,18,259.3659971238866,349.9,4538.9,6123.25,130,26,195,2017-05-29 21:18:06,505,True
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,51.0,427.0,2.0,100.0,19.0,3.0,11.0,9999,18,20.640974724768867,25.99,361.22,454.82,109,21,163,2018-02-05 22:39:47,253,True
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,58.0,1252.0,1.0,1100.0,30.0,20.0,23.0,9505,18,39.898275021139106,53.9,698.22,943.25,346,69,519,2017-03-08 19:29:16,587,True
1065dbb6b0bf03daaedab1236979e296,papelaria,49.0,488.0,3.0,1400.0,38.0,40.0,39.0,9999,18,127.64659390840683,169.0,2233.82,2957.5,341,68,511,2018-01-23 16:25:47,267,True
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,50.0,423.0,4.0,250.0,20.0,14.0,12.0,9999,18,116.79455387204705,149.0,2043.9,2607.5,151,30,226,2018-02-03 13:37:35,256,True
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47.0,956.0,1.0,1050.0,25.0,20.0,14.0,9999,18,95.41651274738894,121.87,1669.79,2132.72,163,32,244,2018-01-18 00:19:42,272,True
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59.0,144.0,1.0,500.0,24.0,7.0,16.0,9999,18,42.31389528303707,59.0,740.49,1032.5,154,30,231,2017-08-24 22:48:38,418,True
36555a2f528d7b2a255c504191445d39,beleza_saude,51.0,1069.0,1.0,1467.0,23.0,16.0,20.0,9999,18,23.16187193938747,29.9,405.33,523.25,489,97,733,2018-02-08 13:55:48,251,True
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,50.0,554.0,3.0,100.0,16.0,5.0,11.0,9999,18,58.608968214538706,79.9,1025.66,1398.25,135,27,202,2017-10-09 14:42:25,373,True
dc21247da0290904ffbbcd5953c76f95,papelaria,41.0,92.0,1.0,100.0,16.0,5.0,16.0,9999,18,41.566653433041786,58.0,727.42,1015.0,469,93,703,2018-07-19 11:29:25,90,False
9020ce7adcc384b2899ae87ddc54767b,papelaria,43.0,198.0,2.0,300.0,23.0,7.0,15.0,9999,18,98.93823371678769,136.0,1731.42,2380.0,75,15,112,2017-06-13 12:10:20,491,True
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,50.0,255.0,2.0,950.0,60.0,15.0,15.0,9999,18,74.71082922261908,99.9,1307.44,1748.25,384,76,576,2018-08-07 11:56:01,71,False
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,33.0,200.0,1.0,250.0,17.0,3.0,11.0,9999,18,6.011365057330477,7.79,105.2,136.32,54,10,81,2018-04-23 19:24:50,176,False
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55.0,1067.0,1.0,12000.0,27.0,50.0,53.0,9999,18,441.5818735016098,599.0,7727.68,10482.5,316,63,474,2017-12-18 11:09:29,303,True
94080f9219044d897195e2be145945dc,automotivo,60.0,1543.0,6.0,921.0,17.0,9.0,16.0,9999,18,132.1736431738314,178.9,2313.04,3130.75,302,60,453,2018-02-13 21:06:34,245,True
d0389f20b3d11de54e1e4561df147683,casa_construcao,55.0,1441.0,1.0,10000.0,60.0,25.0,25.0,9999,18,320.101208827344,452.6,5601.77,7920.5,345,69,517,2017-10-08 16:50:45,374,True
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56.0,489.0,2.0,250.0,16.0,11.0,11.0,9999,18,78.64480170173339,99.9,1376.28,1748.25,109,21,163,2018-04-19 00:16:08,181,True
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57.0,992.0,3.0,1200.0,44.0,20.0,20.0,9505,18,110.50013502710775,138.9,1933.75,2430.75,470,94,705,2017-05-03 13:34:47,532,True
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54.0,339.0,1.0,4800.0,25.0,8.0,25.0,9999,18,121.17926239029784,169.0,2120.64,2957.5,344,68,516,2018-02-13 18:45:25,245,True
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54.0,463.0,1.0,700.0,40.0,20.0,20.0,2309,18,41.445371733360254,59.0,725.29,1032.5,464,92,696,2018-02-08 21:15:15,250,True
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0,9999,18,47.467516534461225,64.9,830.68,1135.75,222,44,333,2018-08-15 17:00:58,63,False
278b3c6462e86b4556b99989513ddf73,eletroportateis,58.0,587.0,3.0,350.0,20.0,20.0,20.0,9999,18,21.093896344233688,29.99,369.14,524.82,59,11,88,2018-06-11 08:18:19,128,False
0d009643171aee696f4733340bc2fdd0,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0,9999,18,257.67580355667735,325.6272727272727,4509.33,5698.48,61,12,91,2018-07-03 19:27:58,105,False
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51.0,484.0,1.0,317.0,19.0,13.0,16.0,9999,18,106.535751754891,149.0,1864.38,2607.5,88,17,132,2018-05-02 23:25:02,167,False
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39.0,430.0,1.0,16400.0,63.0,66.0,56.0,9999,18,45.55412917829434,57.0,797.2,997.5,187,37,280,2018-03-16 00:14:19,215,True
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22.0,1313.0,1.0,938.0,29.0,22.0,23.0,9999,18,189.48202813970119,245.725,3315.94,4300.19,180,36,270,2018-04-04 17:16:55,196,True
3569d4374a919941a50f57371b1dc93d,beleza_saude,37.0,1168.0,1.0,2700.0,21.0,16.0,31.0,9999,18,76.80377999958023,99.9,1344.07,1748.25,482,96,723,2018-01-05 18:57:57,284,True
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39.0,1146.0,1.0,1750.0,30.0,18.0,30.0,9999,18,126.4481863745306,180.0,2212.84,3150.0,186,37,279,2018-08-09 10:39:41,69,False
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42.0,671.0,1.0,3850.0,29.0,12.0,24.0,9999,18,275.96373532611244,372.6566666666667,4829.37,6521.49,83,16,124,2018-08-10 10:56:10,68,False
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49.0,460.0,2.0,267.0,17.0,13.0,17.0,9999,18,300.0271674107545,399.9,5250.48,6998.25,377,75,565,2017-04-25 07:08:25,540,True
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59.0,2367.0,3.0,16200.0,55.0,40.0,40.0,9999,18,174.72979222896768,239.0,3057.77,4182.5,190,38,285,2017-07-11 20:54:38,462,True
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54.0,381.0,2.0,1400.0,38.0,9.0,27.0,9999,18,65.14363315659409,89.9,1140.01,1573.25,298,59,447,2017-05-31 11:55:59,504,True
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50.0,607.0,1.0,6450.0,100.0,10.0,11.0,9999,18,502.3386962231202,649.9,8790.93,11373.25,159,31,238,2018-03-15 16:04:46,216,True
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59.0,1750.0,3.0,2300.0,105.0,3.0,70.0,9999,18,92.65350525353864,119.9,1621.44,2098.25,272,54,408,2018-02-16 12:54:27,243,True
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55.0,163.0,2.0,300.0,25.0,8.0,18.0,9999,18,111.03983975976082,139.9,1943.2,2448.25,214,42,321,2018-02-20 20:53:25,238,True
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600.0,50.0,10.0,12.0,9999,18,69.64053364607466,89.9,1218.71,1573.25,224,44,336,2017-08-20 14:29:32,423,True
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60.0,2497.0,1.0,3600.0,20.0,20.0,20.0,9999,18,90.94726653883265,126.0,1591.58,2205.0,113,22,169,2018-08-19 13:52:46,59,False
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150.0,20.0,24.0,33.0,9999,18,22.867834843648044,31.580000000000002,400.19,552.65,348,69,522,2018-08-09 21:55:15,68,False
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57.0,900.0,4.0,400.0,16.0,4.0,11.0,9999,18,39.36223917135798,49.9,688.84,873.25,247,49,370,2017-05-09 19:28:46,525,True
64c8f1a52b407d92518a1f8b79240a70,telefonia,49.0,319.0,1.0,100.0,18.0,6.0,11.0,9999,18,17.58265704708339,24.445,307.7,427.79,299,59,448,2017-11-07 23:05:11,343,True
af16005fca813272caf59c432153949e,moveis_decoracao,55.0,1186.0,2.0,800.0,53.0,8.0,20.0,9999,18,58.25072343745286,75.9,1019.39,1328.25,135,27,202,2017-11-18 12:51:32,333,True
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58.0,703.0,6.0,5250.0,47.0,19.0,23.0,9999,18,47.19802079612647,59.9,825.97,1048.25,420,84,630,2018-04-12 08:55:14,188,True
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200.0,35.0,4.0,26.0,9999,18,21.691197775798216,29.9,379.6,523.25,108,21,162,2017-08-31 08:55:41,412,True
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335.0,17.0,11.0,12.0,9999,18,488.71467717974235,689.0,8552.51,12057.5,269,53,403,2018-01-12 12:22:33,278,True
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49.0,701.0,1.0,1300.0,50.0,12.0,12.0,9999,18,29.901041364711002,40.0,523.27,700.0,240,48,360,2017-10-05 21:54:27,376,True
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47.0,1405.0,3.0,150.0,35.0,2.0,25.0,9999,18,7.350453852359812,9.99,128.63,174.82,489,97,733,2017-12-02 17:28:34,319,True
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59.0,504.0,3.0,367.0,16.0,4.0,11.0,9999,18,218.63339189113486,298.0,3826.08,5215.0,99,19,148,2018-07-05 09:39:44,104,False
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0,9999,18,51.85371600624778,65.0,907.44,1137.5,303,60,454,2018-08-14 18:33:39,63,False
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500.0,75.0,25.0,55.0,9999,18,152.3677462559519,199.99,2666.44,3499.82,369,73,553,2018-07-27 12:38:21,82,False
c18c01e09509a509e2b88d3ed40c580e,bebes,46.0,1039.0,1.0,2150.0,42.0,25.0,15.0,9999,18,163.34947195891883,229.99,2858.62,4024.82,325,65,487,2018-04-11 12:28:51,189,True
a41e356c76fab66334f36de622ecbd3a,,,,,650.0,17.0,14.0,12.0,9999,18,75.48971644258373,99.3,1321.07,1737.75,55,11,82,2018-01-19 00:21:43,271,True
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56.0,663.0,4.0,150.0,16.0,5.0,11.0,9999,18,46.39086032188112,63.9,811.84,1118.25,432,86,648,2018-04-11 21:37:56,188,True
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39.0,170.0,1.0,650.0,27.0,10.0,22.0,9999,18,68.63745989474536,86.45,1201.16,1512.88,86,17,129,2018-05-29 20:59:27,140,False
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53.0,794.0,4.0,2700.0,20.0,26.0,32.0,9999,18,165.71901442005134,219.9,2900.08,3848.25,221,44,331,2018-02-21 11:49:05,238,True
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56.0,414.0,1.0,1200.0,23.0,22.0,16.0,9999,18,35.91833153655849,46.99,628.57,822.32,191,38,286,2017-09-09 14:29:36,403,True
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36.0,312.0,2.0,6050.0,55.0,10.0,46.0,9999,18,99.39949445686072,139.9,1739.49,2448.25,431,86,646,2018-01-26 18:44:07,263,True
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0,9999,18,37.46054701913585,49.9,655.56,873.25,88,17,132,2018-08-14 16:18:52,64,False
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0,9999,18,93.08250848829258,119.1,1628.94,2084.25,453,90,679,2018-08-13 00:11:07,65,False
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0,2309,18,292.48598046575205,399.0,5118.5,6982.5,263,52,394,2018-08-06 16:49:12,72,False
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0,9999,18,18.487981477417964,24.2,323.54,423.5,367,73,550,2018-08-13 16:25:09,65,False
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0,9999,18,54.46659473476066,77.0,953.17,1347.5,129,25,193,2017-12-17 12:00:37,304,True
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0,9999,18,77.21397348534768,96.67500000000001,1351.24,1691.81,107,21,160,2018-07-29 18:38:44,79,False
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700.0,45.0,13.0,35.0,9999,18,85.92125733862545,117.99,1503.62,2064.82,333,66,499,2018-01-03 16:30:59,287,True
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63.0,1930.0,9.0,200.0,19.0,5.0,11.0,9999,18,30.25058501817495,39.99,529.39,699.82,431,86,646,2017-12-10 18:43:03,310,True
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51.0,244.0,1.0,800.0,38.0,8.0,28.0,9999,18,36.41007896526143,47.9,637.18,838.25,54,10,81,2017-11-13 11:41:46,338,True
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56.0,733.0,3.0,377.0,18.0,13.0,15.0,9999,18,97.77794879788965,137.9,1711.11,2413.25,410,82,615,2017-11-28 16:22:15,323,True
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52.0,1049.0,3.0,400.0,45.0,22.0,43.0,9999,18,105.72865687448859,136.0,1850.25,2380.0,384,76,576,2018-06-15 23:32:07,123,False
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450.0,16.0,5.0,16.0,9999,18,36.57047136689511,47.4,639.98,829.5,398,79,597,2018-08-19 11:18:32,59,False
f17b05cc8a7651896df8c30884200e9a,climatizacao,30.0,547.0,1.0,2000.0,32.0,51.0,16.0,9999,18,79.99129298644266,110.3,1399.85,1930.25,197,39,295,2017-04-27 09:34:25,538,True
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,53.0,1398.0,1.0,300.0,16.0,2.0,11.0,9999,18,10.147193117172158,13.3,177.58,232.75,242,48,363,2017-11-29 09:39:24,322,True
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34.0,160.0,1.0,250.0,26.0,14.0,14.0,9999,18,36.09950758468375,47.9,631.74,838.25,412,82,618,2018-07-12 17:26:44,97,False
